Delay -5C 15C 35C 55C
1177.81213 0.049581 0.047419 0.045424 0.042433
1178.81282 0.04985 0.047837 0.045707 0.042753
1179.81351 0.050335 0.047951 0.046037 0.043113
1180.8142 0.050255 0.04829 0.046195 0.043179
1181.81489 0.050481 0.048274 0.046358 0.04339
1182.81558 0.050486 0.048564 0.046435 0.043501
1183.81627 0.050535 0.048499 0.046406 0.043568
1184.81696 0.050475 0.048422 0.04654 0.043668
1185.81765 0.050301 0.048254 0.046424 0.043532
1186.81834 0.049916 0.048225 0.046443 0.043385
1187.81903 0.049758 0.047998 0.046125 0.04337
1188.81972 0.049448 0.047642 0.045923 0.042964
1189.82041 0.048908 0.047496 0.04577 0.042692
1190.8211 0.048503 0.046931 0.045509 0.042605
1191.82179 0.048009 0.046314 0.044968 0.041993
1192.82248 0.047373 0.045766 0.044423 0.041701
1193.82317 0.046667 0.045303 0.043961 0.041155
1194.82386 0.045968 0.044482 0.043195 0.040628
1195.82455 0.045261 0.043794 0.042658 0.039859
1196.82524 0.044167 0.042841 0.041938 0.039475
1197.82593 0.043056 0.042204 0.041186 0.038679
1198.82662 0.042363 0.041223 0.040238 0.037969
1199.82731 0.041181 0.040067 0.039354 0.037092
1200.828 0.040109 0.03925 0.038357 0.036309
1201.82869 0.038819 0.038004 0.0374 0.035358
1202.82938 0.037542 0.036838 0.036371 0.034446
1203.83007 0.03609 0.035705 0.035359 0.033501
1204.83076 0.034671 0.034198 0.034072 0.032317
1205.83145 0.033358 0.033133 0.033029 0.031399
1206.83214 0.0318 0.031621 0.03166 0.030166
1207.83283 0.030362 0.03039 0.03032 0.029114
1208.83352 0.028896 0.029054 0.029104 0.027972
1209.83421 0.027258 0.027315 0.027732 0.026668
1210.8349 0.025587 0.026115 0.026245 0.025198
1211.83559 0.024026 0.024419 0.024949 0.024183
1212.83628 0.022216 0.022684 0.02357 0.022786
1213.83697 0.020654 0.021195 0.021969 0.021522
1214.83766 0.018745 0.019572 0.020498 0.020153
1215.83835 0.017038 0.017943 0.018986 0.01881
1216.83904 0.015219 0.016243 0.01747 0.017458
1217.83973 0.01355 0.014726 0.015852 0.016114
1218.84042 0.011741 0.012994 0.01451 0.014623
1219.84111 0.009963 0.011404 0.013006 0.013325
1220.8418 0.008262 0.009782 0.01157 0.012059
1221.84249 0.006582 0.008396 0.010123 0.010768
1222.84318 0.004935 0.006764 0.008651 0.009407
1223.84387 0.003393 0.005472 0.007383 0.00816
1224.84456 0.001736 0.003868 0.006046 0.006909
1225.84525 0.000346 0.002528 0.004721 0.005872
1226.84594 -0.00096 0.001214 0.003268 0.004621
1227.84663 -0.002337 -0.000136 0.00231 0.003652
1228.84732 -0.003747 -0.001309 0.001178 0.00262
1229.84801 -0.004772 -0.002257 4.8e-05 0.001333
1230.8487 -0.006091 -0.003316 -0.001053 0.000557
1231.84939 -0.007075 -0.004355 -0.001864 -0.000316
1232.85008 -0.007988 -0.005302 -0.002899 -0.001148
1233.85077 -0.008759 -0.006094 -0.003579 -0.001912
1234.85146 -0.009592 -0.006866 -0.00436 -0.002679
1235.85215 -0.010295 -0.007652 -0.004961 -0.003338
1236.85284 -0.011013 -0.008234 -0.005699 -0.003875
1237.85353 -0.011368 -0.008618 -0.006285 -0.004479
1238.85422 -0.01186 -0.009027 -0.006658 -0.004987
1239.85491 -0.012189 -0.009572 -0.007126 -0.005303
1240.8556 -0.012443 -0.009714 -0.007548 -0.005865
1241.85629 -0.012625 -0.009949 -0.007764 -0.00608
1242.85698 -0.01284 -0.010086 -0.007914 -0.006465
1243.85767 -0.012613 -0.010194 -0.008136 -0.006537
1244.85836 -0.012706 -0.009996 -0.008275 -0.006746
1245.85905 -0.012499 -0.009844 -0.008229 -0.00656
1246.85974 -0.012151 -0.009733 -0.00826 -0.006576
1247.86043 -0.011961 -0.009391 -0.007979 -0.006737
1248.86112 -0.011445 -0.009068 -0.007708 -0.006598
1249.86181 -0.011177 -0.008533 -0.00749 -0.006226
1250.8625 -0.010515 -0.008152 -0.007006 -0.006058
1251.86319 -0.009925 -0.007751 -0.006819 -0.00577
1252.86388 -0.009144 -0.007066 -0.006459 -0.005488
1253.86457 -0.008513 -0.006281 -0.005832 -0.004829
1254.86526 -0.007266 -0.00561 -0.005301 -0.004434
1255.86595 -0.006689 -0.004775 -0.004713 -0.004032
1256.86664 -0.005487 -0.003786 -0.003856 -0.003335
1257.86733 -0.00459 -0.002852 -0.003087 -0.002707
1258.86802 -0.003435 -0.001968 -0.002289 -0.002069
1259.86871 -0.002138 -0.000797 -0.001284 -0.001145
1260.8694 -0.001036 0.00023 -0.00059 -0.000514
1261.87009 0.000142 0.001405 0.000403 0.000496
1262.87078 0.00141 0.002585 0.001343 0.001114
1263.87147 0.003008 0.003835 0.002546 0.002041
1264.87216 0.004388 0.005299 0.003704 0.002986
1265.87285 0.005796 0.006559 0.004903 0.003958
1266.87354 0.007293 0.007802 0.005762 0.004985
1267.87423 0.008933 0.009159 0.007092 0.006065
1268.87492 0.010406 0.010852 0.008427 0.007182
1269.87561 0.011971 0.012262 0.009747 0.00817
1270.8763 0.013648 0.013666 0.010882 0.009446
1271.87699 0.0154 0.015219 0.012285 0.010617
1272.87768 0.016916 0.016606 0.013745 0.011981
1273.87837 0.018662 0.018343 0.014892 0.013091
1274.87906 0.020281 0.019846 0.016349 0.014365
1275.87975 0.021905 0.021495 0.017899 0.015519
1276.88044 0.02382 0.022983 0.019231 0.016795
1277.88113 0.025576 0.024588 0.02064 0.01804
1278.88182 0.027112 0.026079 0.022205 0.019466
1279.88251 0.028903 0.027771 0.02355 0.02079
1280.8832 0.030592 0.029413 0.024841 0.022106
1281.88389 0.032237 0.03079 0.026351 0.023175
1282.88458 0.03391 0.032529 0.027847 0.024593
1283.88527 0.035573 0.033916 0.029189 0.025853
1284.88596 0.037183 0.035183 0.030512 0.027012
1285.88665 0.038553 0.036914 0.032061 0.028412
1286.88734 0.040264 0.038019 0.033309 0.029634
1287.88803 0.041549 0.039347 0.03448 0.030664
1288.88872 0.042817 0.040569 0.035802 0.031772
1289.88941 0.044133 0.04182 0.036794 0.033038
1290.8901 0.045434 0.042765 0.038092 0.033933
1291.89079 0.046431 0.043684 0.038923 0.03496
1292.89148 0.047541 0.04483 0.040145 0.036002
1293.89217 0.048467 0.045421 0.040988 0.03678
1294.89286 0.049146 0.046223 0.041717 0.037662
1295.89355 0.049678 0.046955 0.04257 0.03841
1296.89424 0.050559 0.047542 0.043289 0.038994
1297.89493 0.050893 0.048056 0.044154 0.039797
1298.89562 0.051403 0.048297 0.044442 0.040333
1299.89631 0.051894 0.048639 0.044978 0.040817
1300.897 0.052063 0.048962 0.045296 0.04119
1301.89769 0.052144 0.049086 0.045672 0.041673
1302.89838 0.052125 0.049327 0.045866 0.041888
1303.89907 0.052178 0.049024 0.045926 0.042201
1304.89976 0.052025 0.04901 0.046138 0.042287
1305.90045 0.051842 0.048738 0.046169 0.042561
1306.90114 0.051275 0.048369 0.046123 0.042337
1307.90183 0.050861 0.048171 0.04596 0.042332
1308.90252 0.050586 0.047585 0.045895 0.042255
1309.90321 0.049969 0.047423 0.045703 0.042247
1310.9039 0.049339 0.046631 0.045168 0.041934
1311.90459 0.048775 0.046025 0.044865 0.041843
1312.90528 0.047863 0.045553 0.044537 0.041417
1313.90597 0.047208 0.044568 0.04405 0.041153
1314.90666 0.04615 0.04379 0.043377 0.040563
1315.90735 0.045243 0.043063 0.04292 0.040183
1316.90804 0.044306 0.042201 0.042212 0.039707
1317.90873 0.043166 0.041091 0.041493 0.038995
1318.90942 0.042183 0.040275 0.040738 0.03844
1319.91011 0.040827 0.039026 0.040061 0.037823
1320.9108 0.039613 0.037886 0.039096 0.037126
1321.91149 0.038538 0.036728 0.038284 0.036498
1322.91218 0.037222 0.035662 0.037344 0.03558
1323.91287 0.036054 0.034462 0.036231 0.034866
1324.91356 0.03446 0.033367 0.035277 0.033764
1325.91425 0.033093 0.032065 0.034287 0.032956
1326.91494 0.031647 0.03078 0.033109 0.032111
1327.91563 0.030237 0.029269 0.031883 0.031222
1328.91632 0.028744 0.027961 0.030918 0.030113
1329.91701 0.027242 0.026627 0.029722 0.029143
1330.9177 0.025794 0.025299 0.028656 0.027929
1331.91839 0.024119 0.023994 0.027238 0.027025
1332.91908 0.022612 0.022412 0.02586 0.025739
1333.91977 0.021158 0.021252 0.024833 0.024675
1334.92046 0.019522 0.01981 0.023622 0.023546
1335.92115 0.018111 0.018272 0.022408 0.02252
1336.92184 0.0166 0.016993 0.020993 0.021247
1337.92253 0.014906 0.015683 0.019858 0.020123
1338.92322 0.013672 0.01425 0.018588 0.019062
1339.92391 0.012161 0.012994 0.017231 0.017997
1340.9246 0.01067 0.01171 0.016017 0.016923
1341.92529 0.009353 0.010474 0.014814 0.015641
1342.92598 0.008044 0.00922 0.013687 0.014646
1343.92667 0.006694 0.007933 0.012613 0.013571
1344.92736 0.005382 0.006896 0.011364 0.012231
1345.92805 0.00415 0.005745 0.010191 0.011295
1346.92874 0.002913 0.004637 0.008918 0.010269
1347.92943 0.001933 0.00368 0.008153 0.009405
1348.93012 0.000648 0.002611 0.006902 0.008197
1349.93081 -0.000248 0.001689 0.006027 0.007335
1350.9315 -0.001166 0.000679 0.004944 0.006289
1351.93219 -0.002267 -4e-05 0.00389 0.005444
1352.93288 -0.003024 -0.000995 0.003155 0.004542
1353.93357 -0.003761 -0.001714 0.00221 0.003771
1354.93426 -0.004679 -0.002405 0.001517 0.002833
1355.93495 -0.005323 -0.003144 0.000548 0.002245
1356.93564 -0.005836 -0.003708 1e-05 0.001435
1357.93633 -0.006328 -0.004192 -0.000732 0.00082
1358.93702 -0.006985 -0.004549 -0.001478 0.000254
1359.93771 -0.007242 -0.00502 -0.001939 -0.000274
1360.9384 -0.007693 -0.005318 -0.002394 -0.00064
1361.93909 -0.008022 -0.005528 -0.002934 -0.001392
1362.93978 -0.008083 -0.005788 -0.003116 -0.001833
1363.94047 -0.008313 -0.005984 -0.003698 -0.002192
1364.94116 -0.008162 -0.006008 -0.003923 -0.002359
1365.94185 -0.008188 -0.005909 -0.004087 -0.002717
1366.94254 -0.00816 -0.006003 -0.004133 -0.002873
1367.94323 -0.007842 -0.005901 -0.004316 -0.00304
1368.94392 -0.007684 -0.005697 -0.004471 -0.003293
1369.94461 -0.007402 -0.005494 -0.004228 -0.003342
1370.9453 -0.006941 -0.005066 -0.004253 -0.003183
1371.94599 -0.006408 -0.004651 -0.004108 -0.003241
1372.94668 -0.006102 -0.004245 -0.00395 -0.003222
1373.94737 -0.005487 -0.003989 -0.003772 -0.002973
1374.94806 -0.005 -0.003422 -0.003557 -0.002837
1375.94875 -0.00442 -0.002936 -0.003131 -0.002589
1376.94944 -0.003717 -0.002257 -0.002846 -0.002204
1377.95013 -0.003059 -0.001689 -0.002487 -0.001967
1378.95082 -0.002127 -0.00118 -0.001985 -0.001772
1379.95151 -0.001467 -0.000479 -0.001487 -0.001296
1380.9522 -0.000469 7.9e-05 -0.000932 -0.000822
1381.95289 4e-06 0.001071 -0.000375 -0.000614
1382.95358 0.001125 0.001581 0.000272 -3.5e-05
1383.95427 0.001974 0.002401 0.000679 0.000552
1384.95496 0.002946 0.003398 0.001333 0.001114
1385.95565 0.003883 0.004161 0.002151 0.001582
1386.95634 0.004777 0.004975 0.00264 0.002225
1387.95703 0.005844 0.005817 0.003367 0.002691
1388.95772 0.006759 0.006809 0.004232 0.003285
1389.95841 0.007953 0.00773 0.005044 0.004118
1390.9591 0.008872 0.008745 0.005719 0.00487
1391.95979 0.009889 0.009469 0.006585 0.005724
1392.96048 0.010949 0.010418 0.007337 0.006115
1393.96117 0.01196 0.011405 0.008247 0.006946
1394.96186 0.013167 0.012458 0.009083 0.007723
1395.96255 0.014031 0.013307 0.00997 0.008596
1396.96324 0.01526 0.01423 0.010864 0.009297
1397.96393 0.016222 0.01532 0.011699 0.010093
1398.96462 0.017348 0.016197 0.012555 0.010984
1399.96531 0.018465 0.017264 0.013625 0.011731
1400.966 0.019594 0.018122 0.014496 0.012725
1401.96669 0.020675 0.019296 0.015498 0.013456
1402.96738 0.021676 0.020128 0.016284 0.014267
1403.96807 0.022494 0.021359 0.017287 0.015152
1404.96876 0.023771 0.022103 0.018207 0.016029
1405.96945 0.024775 0.023086 0.019151 0.016941
1406.97014 0.025883 0.024054 0.019843 0.017679
1407.97083 0.026766 0.02489 0.020822 0.018677
1408.97152 0.027813 0.025816 0.021884 0.019434
1409.97221 0.028706 0.026565 0.022724 0.020232
1410.9729 0.029557 0.027597 0.023551 0.020948
1411.97359 0.03053 0.02841 0.024582 0.021739
1412.97428 0.031367 0.029214 0.025212 0.02268
1413.97497 0.032328 0.030109 0.026082 0.023343
1414.97566 0.033042 0.03089 0.026907 0.024032
1415.97635 0.033747 0.03155 0.027592 0.024752
1416.97704 0.034523 0.032147 0.028366 0.025623
1417.97773 0.035054 0.032883 0.029325 0.026372
1418.97842 0.035828 0.033491 0.029715 0.027015
1419.97911 0.036359 0.03407 0.030631 0.027636
1420.9798 0.036959 0.034756 0.031282 0.02811
1421.98049 0.037535 0.035263 0.03187 0.028714
1422.98118 0.038163 0.035709 0.032502 0.029418
1423.98187 0.038357 0.036341 0.032947 0.029962
1424.98256 0.038786 0.036417 0.033519 0.030316
1425.98325 0.039115 0.036923 0.034046 0.030835
1426.98394 0.039677 0.037194 0.034344 0.031163
1427.98463 0.039481 0.037551 0.034726 0.031639
1428.98532 0.039925 0.037888 0.035063 0.031937
1429.98601 0.039938 0.03793 0.035299 0.032313
1430.9867 0.040304 0.037985 0.035637 0.032539
1431.98739 0.040429 0.038292 0.03572 0.032704
1432.98808 0.0402 0.03833 0.035975 0.033011
1433.98877 0.040278 0.038094 0.036118 0.033273
1434.98946 0.040154 0.03813 0.036189 0.033187
1435.99015 0.040034 0.038042 0.036374 0.033263
1436.99084 0.039774 0.038175 0.036292 0.033186
1437.99153 0.039668 0.037841 0.035947 0.033271
1438.99222 0.039336 0.037533 0.036072 0.033096
1439.99291 0.038961 0.037456 0.036003 0.033143
1440.9936 0.038512 0.037145 0.035685 0.032998
1441.99429 0.038368 0.036943 0.035414 0.032884
1442.99498 0.037579 0.036396 0.03523 0.032722
1443.99567 0.037524 0.036165 0.034984 0.03239
1444.99636 0.036909 0.0356 0.03474 0.032183
1445.99705 0.036324 0.035222 0.034302 0.031802
1446.99774 0.035774 0.034704 0.033906 0.031732
1447.99843 0.035079 0.034229 0.033622 0.031258
1448.99912 0.034553 0.033671 0.03311 0.030825
1449.99981 0.034016 0.033001 0.032681 0.030547
1451.0005 0.033389 0.032576 0.032095 0.030089
1452.00119 0.032447 0.03189 0.031488 0.029534
1453.00188 0.031964 0.031373 0.031037 0.029093
1454.00257 0.031114 0.030684 0.030694 0.028616
1455.00326 0.030369 0.029889 0.02989 0.027991
1456.00395 0.029586 0.029256 0.029178 0.027407
1457.00464 0.028794 0.028418 0.028626 0.026808
1458.00533 0.027919 0.027701 0.027929 0.026117
1459.00602 0.026935 0.026786 0.027118 0.025591
1460.00671 0.026116 0.026092 0.02643 0.024964
1461.0074 0.025164 0.025424 0.025625 0.024241
1462.00809 0.024168 0.024362 0.024689 0.023502
1463.00878 0.023227 0.023554 0.023944 0.022725
1464.00947 0.022042 0.022605 0.023099 0.021929
1465.01016 0.021197 0.021652 0.022138 0.021137
1466.01085 0.019982 0.020631 0.021399 0.02036
1467.01154 0.018973 0.019678 0.02028 0.019671
1468.01223 0.017999 0.018826 0.019487 0.018607
1469.01292 0.016694 0.017632 0.01837 0.017749
1470.01361 0.01586 0.016736 0.017607 0.016995
1471.0143 0.014649 0.015501 0.016609 0.016031
1472.01499 0.013348 0.01449 0.015487 0.015221
1473.01568 0.012399 0.013623 0.014523 0.013995
1474.01637 0.011319 0.012617 0.013752 0.013239
1475.01706 0.010072 0.0115 0.012691 0.012621
1476.01775 0.009018 0.010463 0.011698 0.011758
1477.01844 0.007832 0.009487 0.010747 0.010703
1478.01913 0.006762 0.008621 0.009791 0.009823
1479.01982 0.005857 0.007523 0.008752 0.009018
1480.02051 0.004708 0.00664 0.007765 0.008096
1481.0212 0.003829 0.005695 0.006935 0.007314
1482.02189 0.002816 0.004774 0.00609 0.006516
1483.02258 0.001934 0.003885 0.005163 0.005586
1484.02327 0.001143 0.002927 0.004377 0.005012
1485.02396 -1.8e-05 0.002084 0.003449 0.004306
1486.02465 -0.000582 0.001134 0.002701 0.003351
1487.02534 -0.00138 0.000583 0.001954 0.002714
1488.02603 -0.002277 -0.000152 0.001229 0.002011
1489.02672 -0.003119 -0.000936 0.000499 0.001402
1490.02741 -0.003494 -0.001559 -0.000117 0.00107
1491.0281 -0.004196 -0.002166 -0.000755 0.000307
1492.02879 -0.004689 -0.002771 -0.001117 -0.000207
1493.02948 -0.005146 -0.003284 -0.00175 -0.00066
1494.03017 -0.005917 -0.003713 -0.00214 -0.001075
1495.03086 -0.00617 -0.004036 -0.002737 -0.001494
1496.03155 -0.006457 -0.004435 -0.002914 -0.001996
1497.03224 -0.00668 -0.004741 -0.00317 -0.002268
1498.03293 -0.006985 -0.005106 -0.003416 -0.002496
1499.03362 -0.006987 -0.005014 -0.003974 -0.002763
1500.03431 -0.007183 -0.005223 -0.003981 -0.003102
1501.035 -0.007227 -0.005438 -0.003931 -0.002983
1502.03569 -0.007124 -0.005316 -0.004253 -0.003203
1503.03638 -0.006896 -0.005269 -0.004183 -0.003358
1504.03707 -0.006856 -0.005275 -0.004231 -0.003372
1505.03776 -0.006869 -0.004978 -0.004096 -0.003232
1506.03845 -0.006509 -0.004636 -0.004025 -0.003044
1507.03914 -0.005972 -0.004633 -0.003598 -0.003012
1508.03983 -0.005774 -0.00429 -0.003465 -0.002748
1509.04052 -0.005352 -0.00388 -0.003263 -0.002679
1510.04121 -0.004604 -0.003662 -0.003001 -0.002335
1511.0419 -0.003999 -0.002992 -0.002567 -0.001943
1512.04259 -0.003529 -0.002496 -0.002347 -0.00158
1513.04328 -0.002972 -0.001993 -0.00159 -0.00135
1514.04397 -0.002086 -0.001428 -0.001209 -0.001048
1515.04466 -0.00154 -0.000732 -0.000869 -0.000689
1516.04535 -0.00086 -0.000353 -6.3e-05 -7.5e-05
1517.04604 -3e-05 0.000492 0.000395 0.00036
1518.04673 0.00089 0.001407 0.001091 0.000862
1519.04742 0.001741 0.001944 0.001728 0.001484
1520.04811 0.002714 0.002799 0.002336 0.002187
1521.0488 0.003635 0.003716 0.002988 0.002714
1522.04949 0.004566 0.004626 0.003781 0.003331
1523.05018 0.005465 0.005343 0.004764 0.004048
1524.05087 0.006669 0.006465 0.00555 0.004705
1525.05156 0.007682 0.007355 0.006277 0.005509
1526.05225 0.008791 0.008373 0.007258 0.00608
1527.05294 0.009857 0.009102 0.008182 0.006792
1528.05363 0.011179 0.010374 0.009011 0.007819
1529.05432 0.012181 0.011488 0.01015 0.008658
1530.05501 0.013368 0.012309 0.0108 0.009446
1531.0557 0.014621 0.01338 0.011909 0.010361
1532.05639 0.01571 0.014857 0.012865 0.011176
1533.05708 0.016929 0.015865 0.013824 0.012134
1534.05777 0.018424 0.016863 0.014982 0.012942
1535.05846 0.019652 0.018317 0.015986 0.013984
1536.05915 0.020847 0.019294 0.017141 0.014857
1537.05984 0.022327 0.020388 0.01815 0.015779
1538.06053 0.02337 0.021648 0.019199 0.016737
1539.06122 0.02486 0.022758 0.020485 0.017712
1540.06191 0.025995 0.024011 0.021526 0.01866
1541.0626 0.027444 0.025151 0.022457 0.019634
1542.06329 0.028575 0.026353 0.023473 0.020477
1543.06398 0.029876 0.027519 0.024634 0.021423
1544.06467 0.03097 0.028623 0.02567 0.022552
1545.06536 0.032362 0.02985 0.026566 0.023383
1546.06605 0.033667 0.030932 0.027531 0.024402
1547.06674 0.034569 0.032022 0.028522 0.025302
1548.06743 0.035554 0.032784 0.029476 0.026034
1549.06812 0.036722 0.033912 0.030495 0.027031
1550.06881 0.037729 0.0347 0.031423 0.027583
1551.0695 0.038795 0.03559 0.032125 0.028361
1552.07019 0.039583 0.036388 0.032837 0.029279
1553.07088 0.040374 0.037254 0.033663 0.029833
1554.07157 0.041052 0.037858 0.034323 0.030532
1555.07226 0.041659 0.038403 0.035055 0.031106
1556.07295 0.042265 0.039162 0.035618 0.031703
1557.07364 0.042606 0.03961 0.036008 0.03221
1558.07433 0.043083 0.040093 0.036428 0.032495
1559.07502 0.043604 0.040241 0.03678 0.032968
1560.07571 0.043812 0.040541 0.037257 0.033337
1561.0764 0.043938 0.040589 0.037577 0.033731
1562.07709 0.043942 0.040895 0.037744 0.033828
1563.07778 0.043891 0.040774 0.037732 0.033978
1564.07847 0.043751 0.040895 0.038111 0.034137
1565.07916 0.043804 0.040636 0.037982 0.034202
1566.07985 0.043489 0.040623 0.037984 0.034016
1567.08054 0.04314 0.040256 0.037747 0.034145
1568.08123 0.042845 0.039934 0.03758 0.034129
1569.08192 0.042256 0.039675 0.037258 0.033746
1570.08261 0.041627 0.039104 0.036989 0.033649
1571.0833 0.041076 0.03856 0.03656 0.033449
1572.08399 0.040327 0.037955 0.036263 0.033257
1573.08468 0.039773 0.037278 0.035708 0.032681
1574.08537 0.038762 0.03675 0.035233 0.032327
1575.08606 0.038132 0.03593 0.03465 0.031968
1576.08675 0.037017 0.035084 0.033937 0.03109
1577.08744 0.036125 0.034371 0.033391 0.030823
1578.08813 0.03519 0.033441 0.032621 0.030132
1579.08882 0.034137 0.032528 0.031879 0.02956
1580.08951 0.032881 0.03145 0.031165 0.029059
1581.0902 0.031638 0.030632 0.03035 0.028318
1582.09089 0.030774 0.029461 0.02953 0.027678
1583.09158 0.029441 0.028554 0.028541 0.026861
1584.09227 0.028373 0.027526 0.027835 0.026176
1585.09296 0.027261 0.026472 0.026622 0.025459
1586.09365 0.025762 0.025302 0.02587 0.024505
1587.09434 0.024707 0.024217 0.024884 0.023761
1588.09503 0.023263 0.022802 0.024013 0.02294
1589.09572 0.021987 0.021823 0.022919 0.02215
1590.09641 0.020531 0.02054 0.021875 0.021318
1591.0971 0.01931 0.019621 0.020848 0.020201
1592.09779 0.018013 0.018147 0.01986 0.019367
1593.09848 0.016666 0.017077 0.018831 0.018436
1594.09917 0.015244 0.015927 0.017548 0.017569
1595.09986 0.013938 0.014582 0.016612 0.016681
1596.10055 0.012476 0.013458 0.015398 0.015684
1597.10124 0.01121 0.012166 0.014347 0.014591
1598.10193 0.00987 0.011019 0.013351 0.013848
1599.10262 0.008657 0.009726 0.012236 0.012694
1600.10331 0.007297 0.008528 0.011044 0.011756
1601.104 0.005943 0.007486 0.010174 0.010806
1602.10469 0.00487 0.006281 0.009075 0.009677
1603.10538 0.003534 0.005126 0.008036 0.008915
1604.10607 0.002351 0.004046 0.007017 0.007839
1605.10676 0.001257 0.00295 0.005864 0.007052
1606.10745 -5.3e-05 0.001929 0.00473 0.006099
1607.10814 -0.001223 0.00081 0.004011 0.005341
1608.10883 -0.002212 -0.000148 0.003013 0.004434
1609.10952 -0.003034 -0.001096 0.00205 0.003452
1610.11021 -0.004004 -0.001832 0.001177 0.002707
1611.1109 -0.004904 -0.002576 0.000437 0.001859
1612.11159 -0.005841 -0.003493 -0.000422 0.001162
1613.11228 -0.006584 -0.004215 -0.001097 0.000608
1614.11297 -0.007294 -0.004831 -0.001931 -0.00017
1615.11366 -0.007833 -0.005431 -0.002601 -0.000806
1616.11435 -0.00855 -0.005779 -0.003083 -0.001397
1617.11504 -0.008814 -0.006422 -0.003586 -0.002004
1618.11573 -0.009311 -0.006827 -0.004186 -0.002379
1619.11642 -0.009635 -0.007173 -0.004713 -0.002973
1620.11711 -0.009831 -0.007435 -0.004924 -0.003406
1621.1178 -0.010167 -0.007608 -0.005388 -0.00372
1622.11849 -0.010189 -0.007775 -0.005609 -0.003916
1623.11918 -0.010183 -0.007713 -0.005963 -0.004209
1624.11987 -0.010124 -0.007788 -0.006067 -0.004568
1625.12056 -0.010139 -0.007683 -0.006085 -0.004537
1626.12125 -0.009873 -0.00763 -0.006187 -0.004696
1627.12194 -0.009658 -0.007364 -0.006167 -0.004878
1628.12263 -0.009086 -0.007005 -0.00613 -0.004662
1629.12332 -0.008718 -0.006796 -0.005947 -0.004768
1630.12401 -0.008505 -0.006461 -0.00575 -0.0046
1631.1247 -0.00799 -0.006038 -0.005535 -0.00456
1632.12539 -0.007409 -0.005481 -0.005329 -0.004391
1633.12608 -0.00661 -0.004991 -0.004926 -0.004107
1634.12677 -0.005904 -0.004331 -0.004538 -0.003857
1635.12746 -0.005212 -0.003905 -0.004071 -0.003638
1636.12815 -0.004342 -0.002979 -0.003632 -0.003208
1637.12884 -0.003328 -0.002123 -0.003031 -0.002707
1638.12953 -0.002366 -0.001458 -0.002282 -0.002419
1639.13022 -0.001515 -0.00077 -0.001994 -0.001799
1640.13091 -0.000609 0.000287 -0.001287 -0.00129
1641.1316 0.000473 0.001292 -0.000563 -0.000794
1642.13229 0.00173 0.00199 0.000112 -0.000158
1643.13298 0.002772 0.002994 0.000958 0.00044
1644.13367 0.003929 0.004087 0.001794 0.000982
1645.13436 0.005161 0.004994 0.002583 0.001701
1646.13505 0.006297 0.006099 0.003341 0.002425
1647.13574 0.00739 0.007142 0.004214 0.003273
1648.13643 0.008598 0.007942 0.005106 0.003775
1649.13712 0.009744 0.009091 0.006135 0.004747
1650.13781 0.010995 0.010154 0.006966 0.005398
1651.1385 0.012097 0.01113 0.007759 0.006307
1652.13919 0.013178 0.012146 0.008682 0.007056
1653.13988 0.014596 0.013182 0.009653 0.007885
1654.14057 0.015594 0.014247 0.010722 0.008574
1655.14126 0.016759 0.015298 0.011463 0.009377
1656.14195 0.017835 0.016264 0.012528 0.010228
1657.14264 0.018671 0.017339 0.013302 0.010939
1658.14333 0.020088 0.018252 0.014297 0.011695
1659.14402 0.021048 0.019097 0.01514 0.012665
1660.14471 0.022044 0.020207 0.016019 0.013472
1661.1454 0.023206 0.020955 0.016882 0.014137
1662.14609 0.024175 0.021876 0.017878 0.014924
1663.14678 0.024891 0.022804 0.018674 0.015572
1664.14747 0.026137 0.023606 0.0195 0.016497
1665.14816 0.026881 0.024428 0.020178 0.017136
1666.14885 0.028066 0.025435 0.021129 0.017977
1667.14954 0.028607 0.026101 0.021957 0.018756
1668.15023 0.029682 0.027012 0.022708 0.019401
1669.15092 0.03013 0.027529 0.023434 0.019947
1670.15161 0.031087 0.028307 0.024374 0.020915
1671.1523 0.031714 0.02907 0.024811 0.021508
1672.15299 0.032478 0.029657 0.025731 0.022134
1673.15368 0.03322 0.030326 0.026352 0.022842
1674.15437 0.033815 0.030869 0.02697 0.023324
1675.15506 0.034364 0.0314 0.027481 0.02399
1676.15575 0.034767 0.031875 0.028164 0.024505
1677.15644 0.035344 0.032236 0.0286 0.024965
1678.15713 0.035803 0.032872 0.029026 0.025444
1679.15782 0.035899 0.033191 0.029652 0.026
1680.15851 0.036371 0.033595 0.030018 0.026451
1681.1592 0.036672 0.033552 0.030359 0.026799
1682.15989 0.036955 0.033983 0.030797 0.027009
1683.16058 0.036892 0.034213 0.031011 0.027618
1684.16127 0.037045 0.034194 0.031361 0.027915
1685.16196 0.037097 0.034431 0.03158 0.028061
1686.16265 0.037146 0.03448 0.031609 0.028269
1687.16334 0.036994 0.034306 0.031827 0.028481
1688.16403 0.036725 0.034395 0.031963 0.02855
1689.16472 0.036906 0.03422 0.031856 0.028585
1690.16541 0.036414 0.034146 0.031926 0.028728
1691.1661 0.035913 0.033882 0.031916 0.028521
1692.16679 0.035905 0.033737 0.031802 0.028811
1693.16748 0.03539 0.033499 0.031535 0.028465
1694.16817 0.035166 0.033012 0.031357 0.028409
1695.16886 0.034521 0.032645 0.031196 0.028269
1696.16955 0.034084 0.032385 0.030968 0.028058
