Delay -5C 15C 35C 55C
18587.81675 1.2e-05 8.4e-05 6.8e-05 -0.000102
18588.81744 0.000188 0.000116 1.5e-05 8.9e-05
18589.81813 6.7e-05 1.8e-05 -2.6e-05 -0.000153
18590.81882 0.000192 7.4e-05 9e-05 -5.7e-05
18591.81951 0.000196 3.3e-05 6.6e-05 9e-06
18592.8202 0.000171 -3.6e-05 6.3e-05 -2.8e-05
18593.82089 0.000192 4.4e-05 5.4e-05 -0.000176
18594.82158 0.000135 0.000157 8.4e-05 -7.3e-05
18595.82227 0.000215 9.4e-05 -4.7e-05 -6.2e-05
18596.82296 7.7e-05 0.0001 4.7e-05 0.00011
18597.82365 7e-05 9.8e-05 -8.4e-05 -6.2e-05
18598.82434 0.000134 -3.6e-05 0.000108 -0.000109
18599.82503 0.000184 0.000107 -2.1e-05 -7.7e-05
18600.82572 -8e-06 -4.2e-05 -8.9e-05 7e-06
18601.82641 8.1e-05 2.5e-05 -2e-05 -0.000164
18602.8271 4e-06 -3.1e-05 0.000112 7e-05
18603.82779 0.000175 0.000159 -3.1e-05 -8.9e-05
18604.82848 0.000202 -2.8e-05 -4.1e-05 -0.00017
18605.82917 8.3e-05 0.000106 -6.6e-05 3e-05
18606.82986 0.000232 -7.3e-05 -0.000102 -0.000155
18607.83055 -1.6e-05 -5.5e-05 4.9e-05 -0.000114
18608.83124 0.000218 -1e-06 -7.6e-05 -0.000124
18609.83193 7.1e-05 -6e-06 -5.9e-05 -5.8e-05
18610.83262 9.9e-05 2.2e-05 -0.000146 -0.000145
18611.83331 0.000322 1e-05 -9.7e-05 -5.8e-05
18612.834 0.000106 4.6e-05 -6.9e-05 -6e-05
18613.83469 0.000313 0.000103 -9e-06 -6.6e-05
18614.83538 9.3e-05 -3.7e-05 0.000131 -0.000106
18615.83607 7.2e-05 -4e-05 7.1e-05 -7e-05
18616.83676 9.8e-05 7.5e-05 -9.7e-05 4e-06
18617.83745 0.000134 2.4e-05 -7.5e-05 -1.5e-05
18618.83814 0.000155 4.4e-05 4.5e-05 -0.00016
18619.83883 9.7e-05 1.8e-05 1.7e-05 -9.1e-05
18620.83952 3.3e-05 9.4e-05 -7.2e-05 2.1e-05
18621.84021 0.000203 0.000102 6.9e-05 -5.3e-05
18622.8409 1e-06 -5.6e-05 -3.4e-05 -0.000116
18623.84159 -1e-05 -0.000179 0.000174 -4.1e-05
18624.84228 5.8e-05 -0.000137 2.2e-05 -3.7e-05
18625.84297 -1e-06 9.7e-05 -5.7e-05 -2.3e-05
18626.84366 0.000302 3.8e-05 0.000155 -5.4e-05
18627.84435 0.000159 -6.2e-05 1e-06 -6.3e-05
18628.84504 0.000151 -1e-05 6.4e-05 -8.5e-05
18629.84573 6.8e-05 0.000163 7.3e-05 1e-06
18630.84642 5.5e-05 8.9e-05 -0.000128 9.4e-05
18631.84711 2.4e-05 5.2e-05 2e-06 -2.7e-05
18632.8478 5.3e-05 8.8e-05 0.000121 -8.3e-05
18633.84849 0.000157 -1.6e-05 1.6e-05 6.6e-05
18634.84918 0.000142 -6.5e-05 -4.7e-05 -4.4e-05
18635.84987 0.000192 -3e-06 0.000116 -6.1e-05
18636.85056 4.9e-05 3.4e-05 -0.000202 -3e-05
18637.85125 7e-06 -2.7e-05 0.000133 -6.5e-05
18638.85194 0.000142 4.8e-05 0.000153 -6e-05
18639.85263 6e-05 0.000105 3.8e-05 -5.9e-05
18640.85332 0.000189 7.1e-05 -1.7e-05 3.3e-05
18641.85401 7.5e-05 2.3e-05 3.3e-05 -3.2e-05
18642.8547 0.000162 -6e-06 -8.7e-05 -9.4e-05
18643.85539 0.000124 -0.000147 9.2e-05 -2.8e-05
18644.85608 2e-06 -2.9e-05 2.6e-05 -0.000148
18645.85677 0.000236 2.2e-05 8.8e-05 2e-06
18646.85746 -1.2e-05 5.1e-05 0.000103 -0.000114
18647.85815 0.00025 -8e-05 0.000126 -8.1e-05
18648.85884 8e-06 -6e-06 -6.2e-05 -4.6e-05
18649.85953 0.000192 -1.9e-05 -2.2e-05 2e-06
18650.86022 5.1e-05 -7.3e-05 5e-06 -1.3e-05
18651.86091 7.4e-05 8.5e-05 0.000143 -0.000216
18652.8616 0.000239 0.000136 -6.3e-05 3e-06
18653.86229 0.000201 8.5e-05 7.7e-05 -5.3e-05
18654.86298 2.6e-05 3.2e-05 -8.5e-05 -0.000146
18655.86367 0.000105 -3.6e-05 0.000102 -0.00021
18656.86436 0.000173 -3.9e-05 8.3e-05 -2.6e-05
18657.86505 0.000164 8.1e-05 7.8e-05 -8e-05
18658.86574 0.000122 2.8e-05 -0.000184 -7.4e-05
18659.86643 0.000198 -1.3e-05 0.000153 -9.8e-05
18660.86712 0.000111 4.4e-05 1e-06 -5e-05
18661.86781 0.000151 -2.3e-05 3.9e-05 -0.000126
18662.8685 0.000111 0.00014 4.8e-05 -0.000161
18663.86919 0.000104 1.5e-05 7.2e-05 -8.9e-05
18664.86988 0.000158 -0.000167 -0.000201 -7.1e-05
18665.87057 0.000165 -6.4e-05 -6.8e-05 -4.6e-05
18666.87126 4.3e-05 -5e-06 4.3e-05 8.9e-05
18667.87195 0.00032 -8.7e-05 2.5e-05 -4.7e-05
18668.87264 6.7e-05 0.000124 9.4e-05 -0.000107
18669.87333 0.000178 -9e-06 8.9e-05 8e-06
18670.87402 0.000141 6.7e-05 -8e-05 -0.000153
18671.87471 4e-05 0.000163 6.3e-05 -1.1e-05
18672.8754 0.0001 -0.000116 -4.1e-05 -5.2e-05
18673.87609 0.000307 -0.000138 -9.8e-05 -0.000106
18674.87678 0.000261 -2.6e-05 8.1e-05 -2e-06
18675.87747 4.2e-05 0.000117 4.3e-05 -0.000101
18676.87816 2e-05 2.9e-05 6.9e-05 -1.4e-05
18677.87885 0.000164 -1.7e-05 0.000125 -0.000112
18678.87954 7.3e-05 -3.8e-05 0.00011 -8e-05
18679.88023 0.00015 9.8e-05 9.2e-05 -3.9e-05
18680.88092 9.4e-05 1.1e-05 4e-05 -0.00017
18681.88161 0.000312 1.3e-05 -5e-06 -0.000126
18682.8823 0.000131 -2.1e-05 -0.000118 -0.000117
18683.88299 5.4e-05 8.2e-05 -3.1e-05 2.2e-05
18684.88368 0.000265 0.000121 3e-05 -9.8e-05
18685.88437 0.000167 -1.3e-05 6.6e-05 -7.6e-05
18686.88506 0.000252 1.4e-05 0.000135 -7.3e-05
18687.88575 0.000184 -4.7e-05 -0.000102 -6.9e-05
18688.88644 0.000219 -2.2e-05 7.2e-05 -7.1e-05
18689.88713 0.000174 7.1e-05 5.9e-05 -7e-06
18690.88782 0.000202 3.8e-05 3.8e-05 4.8e-05
18691.88851 0.00019 4.9e-05 6.6e-05 -4e-06
18692.8892 -3.8e-05 5.5e-05 5.2e-05 -8.9e-05
18693.88989 0.000128 0.000129 -8.1e-05 -9e-06
18694.89058 -0.000101 -0.000184 2.2e-05 -0.000161
18695.89127 0.000123 -0.000161 2.6e-05 -0.000122
18696.89196 0.000164 -7.9e-05 0.000102 -0.000102
18697.89265 5.8e-05 0.000114 -2.2e-05 -0.000126
18698.89334 0.000203 -9.9e-05 6e-06 8.7e-05
18699.89403 7.5e-05 -6e-06 0.000123 -0.000105
18700.89472 3.7e-05 0.000128 -5.9e-05 -0.000189
18701.89541 0.000168 -7.8e-05 -4.8e-05 -3e-05
18702.8961 0.000109 9.7e-05 -4.8e-05 0.000101
18703.89679 0.000167 -7.1e-05 -1.5e-05 -4.1e-05
18704.89748 6.1e-05 -2e-05 -0.0001 -8.5e-05
18705.89817 0.000149 4.4e-05 7.2e-05 -9e-05
18706.89886 0.000241 9e-06 7.3e-05 -9.9e-05
18707.89955 0.000159 6e-06 0.000127 -1.9e-05
18708.90024 0.000326 -5.2e-05 7e-06 -0.000138
18709.90093 0.000181 -3.8e-05 8e-05 -2.5e-05
18710.90162 0.000199 7e-05 -0.00013 -9.7e-05
18711.90231 0.000195 4.3e-05 0.0001 -6e-05
18712.903 0.000263 4.3e-05 -8e-06 -8.6e-05
18713.90369 3.5e-05 5.6e-05 -7.9e-05 -0.000151
18714.90438 0.000278 -3.7e-05 8.1e-05 9e-06
18715.90507 0.000211 -1e-06 9.3e-05 -0.000159
18716.90576 0.000306 -5e-06 7.5e-05 -3e-06
18717.90645 0.000121 -5e-06 -3.1e-05 8.9e-05
18718.90714 0.00022 -5e-05 -0.000108 5e-06
18719.90783 0.000158 7.2e-05 -5.2e-05 1.3e-05
18720.90852 4.3e-05 4.8e-05 2.4e-05 -9.6e-05
18721.90921 2.7e-05 0.000119 1.9e-05 -0.000131
18722.9099 0.000212 1e-05 0.000174 -0.000148
18723.91059 0.000256 9.9e-05 2.2e-05 -0.000205
18724.91128 0.000177 7.9e-05 6.4e-05 -7.2e-05
18725.91197 8.1e-05 0.000126 8.2e-05 -0.000145
18726.91266 0.000187 -1.1e-05 3.9e-05 -0.000162
18727.91335 0.000171 -4.4e-05 4e-06 5.7e-05
18728.91404 0.000161 0.000124 -1.9e-05 -0.000132
18729.91473 0.000163 -7.8e-05 3.9e-05 -0.000162
18730.91542 0.000129 -3.6e-05 2.4e-05 -6.7e-05
18731.91611 6.5e-05 -1.3e-05 2.5e-05 -0.000186
18732.9168 0.000202 -5.1e-05 5e-05 -0.000188
18733.91749 8.3e-05 0.000168 -8e-06 -1e-05
18734.91818 0.000175 4e-06 -5e-05 5.5e-05
18735.91887 0.000154 3.7e-05 -2.1e-05 -2.7e-05
18736.91956 0.000159 -0.000126 4.1e-05 -9.1e-05
18737.92025 0.000122 4.7e-05 -1.6e-05 1.6e-05
18738.92094 0.000121 2.6e-05 0.000101 -6.8e-05
18739.92163 0.00013 -0.000118 1.2e-05 -0.000113
18740.92232 2e-06 6.8e-05 5.8e-05 -0.000115
18741.92301 0.000136 -2e-06 0.000213 -0.000145
18742.9237 6e-05 -4.8e-05 3.9e-05 -0.000107
18743.92439 -1e-05 -5e-05 -5.8e-05 -3.7e-05
18744.92508 0.000208 8.2e-05 -9e-05 -5.1e-05
18745.92577 3.9e-05 -0.000124 -8.4e-05 -0.000165
18746.92646 9.7e-05 -3e-06 -6.5e-05 -4.2e-05
18747.92715 0.000216 7.3e-05 0.000125 -0.000179
18748.92784 5.8e-05 -7.2e-05 0.000163 -0.000136
18749.92853 0.000128 6.6e-05 -2.6e-05 -0.0001
18750.92922 2.7e-05 -6.4e-05 1.1e-05 -9.4e-05
18751.92991 0.00012 -0.000102 -9.2e-05 2.4e-05
18752.9306 3.3e-05 9.5e-05 2.5e-05 -1.8e-05
18753.93129 0.000118 2.5e-05 4e-05 -3.2e-05
18754.93198 0.000121 -0.000126 -1.5e-05 1e-06
18755.93267 0.000161 5.7e-05 3.5e-05 9e-05
18756.93336 7.8e-05 -5.2e-05 -4.9e-05 -7e-05
18757.93405 8.4e-05 5.8e-05 7.1e-05 -3.1e-05
18758.93474 0.00015 -2.9e-05 7.7e-05 -0.000105
18759.93543 0.000314 6e-06 1.9e-05 -5.9e-05
18760.93612 9.9e-05 0.000135 0.000128 -0.000127
18761.93681 6.8e-05 3.3e-05 -7.2e-05 -6.6e-05
18762.9375 5.9e-05 9e-06 -7.1e-05 -7.4e-05
18763.93819 0.00015 2e-05 -3.8e-05 2.7e-05
18764.93888 0.000122 -1e-06 -0.000106 -0.000118
18765.93957 0.000132 5.7e-05 3e-05 -0.000153
18766.94026 0.00023 6.6e-05 1.9e-05 -7e-06
18767.94095 0.00011 9e-05 -6e-06 4e-06
18768.94164 0.000189 -1.6e-05 3e-06 -0.00014
18769.94233 0.000134 2.8e-05 1.7e-05 -1.2e-05
18770.94302 0.000192 7.2e-05 6.1e-05 -0.000189
18771.94371 0.000217 -3.2e-05 0.000109 3.9e-05
18772.9444 -2e-06 9.2e-05 -5.4e-05 -4.6e-05
18773.94509 0.000261 1.7e-05 -6.9e-05 -0.000151
18774.94578 0.000256 4.6e-05 2.1e-05 -3.8e-05
18775.94647 0.000246 2.8e-05 -9.5e-05 -0.000116
18776.94716 0.000143 8.8e-05 -7.8e-05 8e-06
18777.94785 0.000121 0.000167 -1.6e-05 -8.1e-05
18778.94854 0.000241 7.1e-05 0.000221 -7.4e-05
18779.94923 -5e-05 5.8e-05 8.7e-05 -3.9e-05
18780.94992 0.000251 -6.1e-05 -2.1e-05 -0.000165
18781.95061 5.4e-05 6.5e-05 0.000246 -6.9e-05
18782.9513 0.000162 0.0001 3.1e-05 -7.3e-05
18783.95199 5.9e-05 -7.9e-05 -0.000107 -3.8e-05
18784.95268 5.7e-05 1.2e-05 1.5e-05 -4.9e-05
18785.95337 0.000336 7e-06 0.000114 -0.000173
18786.95406 3.8e-05 -4e-06 3.3e-05 6e-05
18787.95475 0.000326 5.9e-05 -6.4e-05 -7.1e-05
18788.95544 0 2.8e-05 4.8e-05 -2.2e-05
18789.95613 -6.4e-05 -0.000106 -4.7e-05 -0.000167
18790.95682 4.3e-05 1.8e-05 5.2e-05 -0.0001
18791.95751 0.000145 6.2e-05 -4.9e-05 -0.00017
18792.9582 0.000222 0.000194 2.2e-05 -0.000238
18793.95889 0.000154 -7e-06 4.2e-05 -5.8e-05
18794.95958 0.0001 7.7e-05 0.000178 -6.9e-05
18795.96027 0.000216 -8e-06 0.000132 -1e-05
18796.96096 0.000216 -1.7e-05 -4.4e-05 -6.3e-05
18797.96165 1.4e-05 -5.1e-05 3.5e-05 -0.000172
18798.96234 8.4e-05 -6e-05 1e-05 -6.3e-05
18799.96303 0.000143 4.1e-05 -7e-06 -8.9e-05
18800.96372 6.5e-05 -2.1e-05 0.000105 -5.9e-05
18801.96441 6.3e-05 -0.000126 -1.9e-05 2.1e-05
18802.9651 9.8e-05 -4.5e-05 -6e-06 3e-05
18803.96579 0.000188 1.9e-05 -3.2e-05 1.2e-05
18804.96648 0.000225 0.000125 -0.000124 -0.00014
18805.96717 0.000152 -9.7e-05 6.3e-05 7.4e-05
18806.96786 9.7e-05 -5.1e-05 3.1e-05 1.7e-05
18807.96855 0.000312 -3.4e-05 2.9e-05 1.8e-05
18808.96924 3.3e-05 3.9e-05 -1.4e-05 -7e-06
18809.96993 0.000136 -0.000122 6.7e-05 -0.000142
18810.97062 0.000164 3e-05 -4.4e-05 9.8e-05
18811.97131 0.000145 -4e-06 6.9e-05 -0.000163
18812.972 0.000271 -4.8e-05 4.8e-05 -7.5e-05
18813.97269 -2.7e-05 9.3e-05 -1.5e-05 -9.9e-05
18814.97338 0.00017 2.3e-05 -5e-05 -2.3e-05
18815.97407 0.000117 7.5e-05 4.9e-05 -0.000107
18816.97476 0.000231 7.1e-05 -3.8e-05 7.5e-05
18817.97545 0.000137 -4e-05 -9.6e-05 -0.000203
18818.97614 0.000134 7e-05 7e-06 1.3e-05
18819.97683 7.8e-05 -3.9e-05 1.9e-05 -7.7e-05
18820.97752 0.000135 -8.3e-05 6.4e-05 -7.4e-05
18821.97821 5.8e-05 -7.8e-05 4.8e-05 4.6e-05
18822.9789 4.1e-05 0.000118 4.3e-05 2.7e-05
18823.97959 0.000104 2e-05 9e-06 -8.6e-05
18824.98028 -3.3e-05 0.000134 4.5e-05 -7.1e-05
18825.98097 0.000154 0.000148 4.8e-05 -6.8e-05
18826.98166 1.1e-05 0.000119 -6.6e-05 -7.6e-05
18827.98235 0.000173 3.1e-05 0.000109 -0.000144
18828.98304 0.000176 3.3e-05 -1e-06 -3.3e-05
18829.98373 0.000105 3.8e-05 -9e-05 -0.000112
18830.98442 0.000169 -2.8e-05 2e-05 -2.9e-05
18831.98511 0.000286 -0.000128 2e-06 -8.6e-05
18832.9858 5.7e-05 -6e-06 9.5e-05 -4.6e-05
18833.98649 0.000162 -0.000123 0.000123 -9.4e-05
18834.98718 0.000201 8.3e-05 -2e-05 -0.000153
18835.98787 0.000153 -5.3e-05 -2.1e-05 -0.000102
18836.98856 -2.7e-05 4e-05 4.5e-05 -7.8e-05
18837.98925 0.00012 -0.000108 4.6e-05 -7.6e-05
18838.98994 5e-05 -5.7e-05 -1.8e-05 -7.5e-05
18839.99063 0.000117 1.4e-05 -3e-06 3.7e-05
18840.99132 7.2e-05 -5.6e-05 1.5e-05 1.3e-05
18841.99201 0.000149 0.000137 1.2e-05 -0.000209
18842.9927 0.000181 5.7e-05 1.7e-05 -6e-06
18843.99339 0.000162 2.1e-05 -5e-06 -2.4e-05
18844.99408 7.3e-05 2.7e-05 0.000155 -0.000115
18845.99477 0.000141 9.6e-05 -1.1e-05 -1.1e-05
18846.99546 0.000107 -9.2e-05 -6.3e-05 -2.2e-05
18847.99615 0.000118 -0.000157 8.3e-05 -7.1e-05
18848.99684 0.000279 -0.000117 7.9e-05 5.7e-05
18849.99753 0.000157 -4e-05 -3.9e-05 -0.000209
18850.99822 0.000138 -1.9e-05 -1.9e-05 -3e-05
18851.99891 0.000232 0.000102 -9.1e-05 -7.1e-05
18852.9996 0.000103 4.6e-05 2.1e-05 -0.000211
18854.00029 3.4e-05 -0.000167 6.6e-05 -0.000128
18855.00098 0.000257 0.000145 -7.9e-05 -4.4e-05
18856.00167 0.000134 3.3e-05 2.2e-05 -0.000197
18857.00236 0.000195 -1.9e-05 -8e-06 -0.000246
18858.00305 0.000128 6.9e-05 -5.4e-05 -5.4e-05
18859.00374 0.000168 -1e-05 0.000163 -1.8e-05
18860.00443 0.000158 3.6e-05 0.000122 -0.000105
18861.00512 -2.2e-05 -2.9e-05 9.1e-05 -7.1e-05
18862.00581 0.000132 -4.8e-05 -0.000108 -2.9e-05
18863.0065 0.000216 6.3e-05 3.6e-05 -0.000185
18864.00719 0.000111 0.000201 -6.4e-05 -7e-06
18865.00788 0.000184 4.1e-05 3e-06 -7.9e-05
18866.00857 0.000229 1.5e-05 8.8e-05 -1.7e-05
18867.00926 -0.000129 -9.7e-05 1.5e-05 -0.0001
18868.00995 5.8e-05 3.5e-05 -6.6e-05 5e-06
18869.01064 0.00011 7.4e-05 5.5e-05 -8.4e-05
18870.01133 0.000315 7.2e-05 -8.8e-05 -0.000145
18871.01202 0.000152 0.000145 0.000196 -0.000126
18872.01271 0.000348 -8e-06 9e-05 -1.7e-05
18873.0134 0.000165 4.2e-05 8e-06 6.5e-05
18874.01409 0.000199 0.0001 0.000142 -8.6e-05
18875.01478 1.7e-05 -5.6e-05 0.000151 -4.3e-05
18876.01547 5.2e-05 -0.000148 1.2e-05 -9.1e-05
18877.01616 0.000186 2e-06 0.000121 8.1e-05
18878.01685 -0.000169 0.000118 0.000141 -0.000126
18879.01754 0.000139 -1e-05 -0.000131 -0.000101
18880.01823 9.7e-05 -1.6e-05 -0.000185 -4.6e-05
18881.01892 0.000156 -3e-05 1.6e-05 -0.00011
18882.01961 1.8e-05 -5.9e-05 8.6e-05 -0.000104
18883.0203 0.000169 -7.5e-05 -1.3e-05 1.1e-05
18884.02099 -5e-06 0.000108 7.4e-05 -2e-05
18885.02168 0.0002 -0.000101 2e-06 2e-06
18886.02237 0.00011 1.3e-05 6.3e-05 7.2e-05
18887.02306 1.9e-05 3.2e-05 0.000139 4e-05
18888.02375 8e-05 1.3e-05 0.000142 -0.000142
18889.02444 0.000162 0.000148 -2.9e-05 -1.8e-05
18890.02513 0.000198 9.4e-05 -9e-06 1.2e-05
18891.02582 0.000219 -0.000125 3.2e-05 -3.9e-05
18892.02651 0.000118 -8.5e-05 0.000123 -4.3e-05
18893.0272 0.000154 -2.3e-05 2.3e-05 -5.2e-05
18894.02789 0.000117 1.3e-05 6e-05 -6.6e-05
18895.02858 0.000142 0.000147 0.000182 -0.000155
18896.02927 3.6e-05 -2.6e-05 0.000139 -4e-05
18897.02996 0.000112 -7.6e-05 6.3e-05 -0.000111
18898.03065 7.2e-05 0.000161 3.2e-05 -8.7e-05
18899.03134 0.000223 8.2e-05 0.000139 -6.7e-05
18900.03203 0.000154 2e-06 0.000108 1.7e-05
18901.03272 7.3e-05 0.000138 0.000168 5.5e-05
18902.03341 0.000353 8.3e-05 0.0001 2e-05
18903.0341 0.000147 -4.6e-05 8.2e-05 -4e-05
18904.03479 0.000107 0.000112 0.000251 0.000149
18905.03548 0.00015 0.000132 5e-06 -0.000116
18906.03617 4.2e-05 -0.00012 0.000134 3e-05
18907.03686 0.000212 -2.1e-05 3.6e-05 -1.9e-05
18908.03755 0.000163 -4.8e-05 -2.6e-05 -0.00012
18909.03824 0.000176 6e-05 -2.8e-05 9.7e-05
18910.03893 0.000177 -2.7e-05 -0.000144 -6.9e-05
18911.03962 0.000166 4.5e-05 1.6e-05 -0.000113
18912.04031 0.000225 2.7e-05 0.000118 -3.4e-05
18913.041 0.000119 -2.9e-05 5.3e-05 2.6e-05
18914.04169 0.000251 0.00012 2.6e-05 -6e-06
18915.04238 0.000139 -2.5e-05 1.1e-05 -8.9e-05
18916.04307 0.000168 3.4e-05 -0.000102 -8.4e-05
18917.04376 -1.7e-05 4.1e-05 -8.5e-05 -6.8e-05
18918.04445 -4.2e-05 -6.1e-05 -0.000169 -0.000133
18919.04514 -3.9e-05 3.6e-05 0.000172 -0.000183
18920.04583 6e-06 -1.9e-05 -6.4e-05 -4e-05
18921.04652 -1.3e-05 -0.000143 0.000194 3e-06
18922.04721 0.000128 9e-05 2.5e-05 6.2e-05
18923.0479 0.000179 -5.9e-05 1.2e-05 -0.00018
18924.04859 0.00022 0.000125 -1.5e-05 3e-05
18925.04928 0.000231 1e-05 -4.1e-05 -3.4e-05
18926.04997 0.000277 6.3e-05 0.000113 -0.000184
18927.05066 0.000144 -2.8e-05 0.00022 -9.1e-05
18928.05135 0.000252 0.000138 0.000186 -9.2e-05
18929.05204 0.000222 -8.9e-05 2.9e-05 -9.3e-05
18930.05273 9.3e-05 0.000164 3.6e-05 -0.000158
18931.05342 1.4e-05 8.1e-05 -3.1e-05 -0.000123
18932.05411 -7.4e-05 -0.000114 6.9e-05 -0.000111
18933.0548 0.000179 -0.000131 6.1e-05 -0.00014
18934.05549 5.2e-05 -7.2e-05 0.000115 4.5e-05
18935.05618 0.000214 -0.000124 -3.8e-05 1.7e-05
18936.05687 0.00021 -8.7e-05 2.4e-05 -1.9e-05
18937.05756 7.9e-05 8.7e-05 1.2e-05 -5.3e-05
18938.05825 -4e-05 -5.2e-05 0.000192 -5.5e-05
18939.05894 0.000122 -8e-05 4.1e-05 -9.1e-05
18940.05963 0.000145 0.000149 8.8e-05 -9.1e-05
18941.06032 0.000366 -9.1e-05 0.000107 -4.6e-05
18942.06101 8.2e-05 -8.3e-05 0.000139 5.2e-05
18943.0617 0.000133 1.4e-05 5.8e-05 1.3e-05
18944.06239 5e-05 -7.6e-05 9.5e-05 -1e-06
18945.06308 0.000179 0.000186 4.2e-05 -0.000126
18946.06377 0.000133 -8.2e-05 -0.000114 -9.5e-05
18947.06446 7e-05 -9.1e-05 -0.000137 -8.6e-05
18948.06515 3.9e-05 1.3e-05 3.4e-05 -0.000157
18949.06584 3.7e-05 -0.000139 0.000111 -7e-05
18950.06653 0.000145 9.6e-05 -6e-06 -0.000217
18951.06722 4.3e-05 -1e-06 0.000118 -0.000125
18952.06791 0.000237 9.9e-05 2.9e-05 4.8e-05
18953.0686 1.8e-05 -4.4e-05 -5e-06 -6.4e-05
18954.06929 0.00013 0.000128 5.7e-05 -5e-06
18955.06998 7.2e-05 -7.3e-05 3.2e-05 -2.2e-05
18956.07067 0.000148 -5.4e-05 2e-05 -0.000148
18957.07136 1.1e-05 -5.9e-05 3.1e-05 -0.000132
18958.07205 0.000295 2.3e-05 6.9e-05 -0.000284
18959.07274 0.000158 -0.000121 -4e-05 -0.000159
18960.07343 0.000115 -0.000167 9.2e-05 -0.000104
18961.07412 -1.2e-05 -3.2e-05 -0.000126 -7.7e-05
18962.07481 0.000213 -5.8e-05 -1.5e-05 -9.3e-05
18963.0755 0.000206 2.4e-05 0.000161 -5.6e-05
18964.07619 0.000118 0.000137 0.00013 -0.00019
18965.07688 7.4e-05 5.7e-05 7.3e-05 -0.00019
18966.07757 8e-05 8.3e-05 -6.1e-05 -0.000156
18967.07826 0.000195 -3.1e-05 3e-06 -0.000102
18968.07895 0.000184 0.000124 0 -8e-05
18969.07964 8.1e-05 -8.5e-05 -1.1e-05 -0.00025
18970.08033 0.000164 6.3e-05 2.9e-05 -9.4e-05
18971.08102 0.000191 -5.3e-05 -0.000122 2e-05
18972.08171 0.000142 -9.2e-05 7.2e-05 -7.6e-05
18973.0824 0.000116 -8e-06 -3.9e-05 -0.000185
18974.08309 0.000188 0.000141 2.4e-05 -0.000199
18975.08378 0.000179 -3.8e-05 5e-06 -8.7e-05
18976.08447 0.000296 9.9e-05 -3.2e-05 -9.2e-05
18977.08516 0.000169 0.000257 -1.4e-05 -0.000158
18978.08585 0.000205 -1.5e-05 2.6e-05 -0.000117
18979.08654 2.3e-05 0.000102 9e-06 5.8e-05
18980.08723 0.0003 -9.3e-05 8.8e-05 -6.8e-05
18981.08792 0.000105 -5.7e-05 3.4e-05 -0.000138
18982.08861 0.000159 3.1e-05 2.4e-05 1.2e-05
18983.0893 9e-05 0.000115 2.1e-05 -1.5e-05
18984.08999 0.00015 5.7e-05 0.000185 -3.4e-05
18985.09068 0.000119 -3.4e-05 3.3e-05 -4.3e-05
18986.09137 0.00015 8.9e-05 -2.5e-05 -0.000157
18987.09206 0.000247 7.4e-05 6.1e-05 0.000146
18988.09275 3.8e-05 -4e-06 -0.000121 4.1e-05
18989.09344 0.000304 2.2e-05 0.000119 -4.7e-05
18990.09413 0.000153 2.4e-05 6.7e-05 -0.000113
18991.09482 2.5e-05 -4.4e-05 6e-06 -0.000136
18992.09551 0.000137 4.6e-05 -8.9e-05 -0.000162
18993.0962 0.000123 -4e-05 -0.00014 -5.8e-05
18994.09689 0.000191 6.1e-05 9.8e-05 -0.000118
18995.09758 5.7e-05 6.4e-05 0.000169 -6.4e-05
18996.09827 0.000269 3.6e-05 0.000187 -0.000109
18997.09896 -1.6e-05 -4.6e-05 0.000148 -0.000126
18998.09965 0.000203 -1.8e-05 2.4e-05 -0.000235
18999.10034 0.000226 -9e-06 2.6e-05 -0.000113
19000.10103 0.000118 -1e-05 0.000188 -0.000131
19001.10172 0.000273 7e-06 -3.8e-05 4.9e-05
19002.10241 0.000193 8.1e-05 -4.7e-05 -3.4e-05
19003.1031 0.000224 4.2e-05 0.0001 -0.000148
19004.10379 0.000105 -3.5e-05 0.000124 -8.4e-05
19005.10448 0.000208 -0.000103 0.000138 -0.000157
19006.10517 0.00013 -1.9e-05 7.3e-05 -0.000127
19007.10586 1.4e-05 -0.000111 -0.000163 4.3e-05
19008.10655 0.000191 -0.000105 5.7e-05 -0.000106
19009.10724 0.000249 9.6e-05 0.000215 -8e-06
19010.10793 0.000191 7.3e-05 6.8e-05 -3.2e-05
19011.10862 0.000114 1.3e-05 9.8e-05 -2.3e-05
19012.10931 2.5e-05 6.4e-05 2.4e-05 1.1e-05
19013.11 3.7e-05 2.1e-05 -0.000174 1.4e-05
19014.11069 0.000302 -3.6e-05 5e-05 9e-06
19015.11138 9.1e-05 -5.6e-05 -0.000158 -1e-06
19016.11207 0.000214 1.4e-05 -7.8e-05 2.1e-05
19017.11276 2.2e-05 -2.8e-05 -7e-06 -5.4e-05
19018.11345 8.6e-05 -9.7e-05 -9e-06 -0.00017
19019.11414 0.00029 6.5e-05 2.9e-05 -8.2e-05
19020.11483 0.000227 -0.000179 -4.7e-05 -9.3e-05
19021.11552 0.000111 -6.5e-05 7e-05 6e-05
19022.11621 7.6e-05 -0.000153 5e-05 4.4e-05
19023.1169 1.8e-05 4.2e-05 6.7e-05 -0.000104
19024.11759 0.000229 -3.1e-05 3.1e-05 -6.8e-05
19025.11828 0.000255 -3.1e-05 -2e-06 -0.000179
19026.11897 0.000114 -8.3e-05 2.4e-05 -0.000158
19027.11966 0.000193 -5e-06 0.000101 -7.8e-05
