Delay -5C 15C 35C 55C 70C
17459.03843 0.000128 0.000123 -3.3e-05 0.000176 -2e-05
17460.03912 0.000103 -1.9e-05 4.7e-05 4.4e-05 3.4e-05
17461.03981 7.5e-05 -4.4e-05 -6.1e-05 7.7e-05 6.3e-05
17462.0405 3.7e-05 -8.8e-05 4e-05 1.2e-05 -5.7e-05
17463.04119 0.000159 -3.9e-05 0 9.5e-05 4.8e-05
17464.04188 -6.4e-05 -2.1e-05 -8.3e-05 7e-06 2.7e-05
17465.04257 0.000194 -0.000116 -5e-05 0.000117 8e-05
17466.04326 -2.2e-05 -0.000187 -0.000115 2.6e-05 5.5e-05
17467.04395 0.000125 -1.5e-05 -3.5e-05 -0.000131 0.000129
17468.04464 0.000149 1.3e-05 4.7e-05 6e-05 9.5e-05
17469.04533 4.8e-05 -2.7e-05 6.5e-05 0.000129 8.1e-05
17470.04602 0.000272 -6.4e-05 -2e-06 0.000207 1.8e-05
17471.04671 0.000132 5e-05 2.3e-05 9e-06 8.4e-05
17472.0474 0.000216 -3.3e-05 1.2e-05 0.000151 7.9e-05
17473.04809 0.000116 -4e-05 2e-05 1.3e-05 -2e-06
17474.04878 9.1e-05 7.4e-05 3.7e-05 5.6e-05 4.2e-05
17475.04947 0.000211 -3.6e-05 -1.2e-05 -1.6e-05 8e-06
17476.05016 0.000183 6.2e-05 4e-06 0.000147 -1.8e-05
17477.05085 0.00016 -0.000109 -1.3e-05 0.000127 6e-05
17478.05154 5.8e-05 -2.1e-05 -7.6e-05 -6.8e-05 7.3e-05
17479.05223 -4.9e-05 -4.6e-05 -5.8e-05 0.000159 9.3e-05
17480.05292 0.000113 0.000101 -6e-05 8e-05 7.3e-05
17481.05361 0.00016 -1.4e-05 0.000109 0.000132 2.4e-05
17482.0543 4.7e-05 -3.7e-05 5e-06 0.000136 -5.9e-05
17483.05499 0.000124 1.2e-05 2e-06 9.9e-05 8.3e-05
17484.05568 0.000121 -6.4e-05 -6.5e-05 -2.6e-05 -5.6e-05
17485.05637 0.00023 -5.1e-05 -1.7e-05 7e-06 -3.2e-05
17486.05706 7.5e-05 -4.9e-05 -5.9e-05 -4.3e-05 -7.1e-05
17487.05775 0.000124 -9.8e-05 -3e-06 0.000116 6.3e-05
17488.05844 0.000137 1e-05 -2e-06 -9.2e-05 -1.6e-05
17489.05913 0.000112 -0.000103 3.9e-05 2.1e-05 9.8e-05
17490.05982 0.000256 8e-06 -3.9e-05 6.1e-05 -1.5e-05
17491.06051 3e-05 0.000121 1e-06 0.000141 3.6e-05
17492.0612 4.1e-05 2.3e-05 2.1e-05 0.000112 8.8e-05
17493.06189 0.000134 -6.1e-05 -7e-06 6.6e-05 4.1e-05
17494.06258 -1.9e-05 -1.1e-05 -5.5e-05 0.000123 2.7e-05
17495.06327 4.2e-05 2.4e-05 -3e-05 6.4e-05 -1.7e-05
17496.06396 -1.2e-05 7.8e-05 2.5e-05 0.000118 0.000105
17497.06465 0.000116 5.8e-05 -1.4e-05 0.000193 1.4e-05
17498.06534 0.000177 6.3e-05 -2e-05 7.9e-05 8.5e-05
17499.06603 -3.7e-05 -2e-05 -2.1e-05 4.3e-05 -1.2e-05
17500.06672 0.000211 3.7e-05 3.5e-05 0.000119 1.6e-05
17501.06741 0.00012 2e-05 -1.2e-05 0.00012 5.9e-05
17502.0681 0.000101 -4.2e-05 -4.7e-05 -1.2e-05 4.3e-05
17503.06879 0.000153 -5.8e-05 2.8e-05 0.000106 3.9e-05
17504.06948 4.9e-05 5.5e-05 -2e-06 0.000149 2.3e-05
17505.07017 9.4e-05 -0.000122 4.5e-05 -2.1e-05 1.8e-05
17506.07086 0.000159 -0.000151 3.9e-05 5.3e-05 5e-06
17507.07155 3.6e-05 -2.5e-05 5e-06 -4e-06 -1.3e-05
17508.07224 0.000104 5e-06 9.8e-05 0.000113 1.9e-05
17509.07293 -0.000106 -6.4e-05 3e-05 0.000153 5e-05
17510.07362 0.000117 -6.6e-05 0.000104 4.5e-05 0.000123
17511.07431 0.000177 8.7e-05 7e-05 6.1e-05 5e-05
17512.075 8.2e-05 2.8e-05 -1.1e-05 0.000168 1.9e-05
17513.07569 0.000118 8e-06 6.1e-05 0.000123 1.9e-05
17514.07638 6.7e-05 0.000106 1.7e-05 0.000155 -8.2e-05
17515.07707 0.000162 -0.000113 -2.5e-05 -3.3e-05 0.000101
17516.07776 5.1e-05 -8.3e-05 0.000137 0.00016 0.000135
17517.07845 0.000172 -4.2e-05 -8e-06 0.000117 -2.6e-05
17518.07914 0.000172 -7.5e-05 2.8e-05 8.5e-05 0.000106
17519.07983 0.000126 -2.6e-05 2.5e-05 0.000131 6.7e-05
17520.08052 0.00033 8e-06 -3.3e-05 3.9e-05 0.000151
17521.08121 1.2e-05 -3e-06 8e-05 9.7e-05 7e-05
17522.0819 9.2e-05 7e-05 -8.2e-05 3.1e-05 7e-05
17523.08259 0.000208 -9.1e-05 -1.7e-05 5e-05 9e-06
17524.08328 7.8e-05 2.1e-05 -2e-05 -3e-05 6e-06
17525.08397 9.3e-05 -2.6e-05 -4e-05 9.7e-05 5.5e-05
17526.08466 6.8e-05 -2.4e-05 6.4e-05 6.7e-05 -2.4e-05
17527.08535 9e-05 -6.4e-05 -0.000124 0.000174 6e-06
17528.08604 0.000169 -5.8e-05 -4.4e-05 6.9e-05 2.4e-05
17529.08673 -4.4e-05 3.2e-05 -4.8e-05 -4e-06 3.5e-05
17530.08742 0.000175 1e-06 -0.000113 0.000111 -1.7e-05
17531.08811 0.000144 -8.6e-05 -2.9e-05 3.4e-05 3e-06
17532.0888 -6e-06 -4.6e-05 8e-06 5.1e-05 7e-06
17533.08949 0.000123 4.2e-05 6.2e-05 7.2e-05 0
17534.09018 0.000125 1.4e-05 -4e-06 5.8e-05 9.5e-05
17535.09087 0.000174 9.9e-05 1.4e-05 5.6e-05 3.5e-05
17536.09156 9e-05 -0.000122 -1.9e-05 0.000148 0
17537.09225 9.4e-05 -5.2e-05 4.7e-05 6.7e-05 4.3e-05
17538.09294 0.000144 -9.6e-05 -0.000124 8.5e-05 5.8e-05
17539.09363 0.000308 -3.6e-05 6.7e-05 0.000213 7.1e-05
17540.09432 0.00012 -6e-05 -6.5e-05 0.000113 2e-05
17541.09501 -5e-06 -0.000109 -9.1e-05 -4e-06 -1e-06
17542.0957 5.7e-05 3.5e-05 -8.5e-05 0.000134 0.000113
17543.09639 0.000155 -6.2e-05 3.1e-05 7.5e-05 9.7e-05
17544.09708 6e-06 6.4e-05 -6.3e-05 7.9e-05 2e-05
17545.09777 0.000227 4.2e-05 -2.7e-05 -0.000108 0.000149
17546.09846 8.9e-05 -1.7e-05 -5.7e-05 3.7e-05 0.000125
17547.09915 0.00014 -3.8e-05 4.4e-05 1.3e-05 0.00013
17548.09984 0.00015 -1e-06 -5e-06 7.5e-05 -2.2e-05
17549.10053 8.4e-05 7e-06 5e-05 6.6e-05 6.1e-05
17550.10122 0.000166 -3.5e-05 4.4e-05 8.9e-05 6e-06
17551.10191 7.2e-05 -7.6e-05 9e-06 7e-06 0
17552.1026 0.00013 5.2e-05 2.7e-05 4e-05 4.4e-05
17553.10329 6.7e-05 -3.7e-05 0 2.7e-05 -3.4e-05
17554.10398 0.0001 -6.2e-05 -4.8e-05 -4.7e-05 3.5e-05
17555.10467 7.9e-05 -6.1e-05 -0.000111 7.2e-05 -3e-06
17556.10536 8.4e-05 -7.5e-05 -7.9e-05 -1.6e-05 7.2e-05
17557.10605 0.000311 -1e-05 1.4e-05 0.000105 3e-06
17558.10674 1.2e-05 -1.9e-05 -6.2e-05 0.000105 1.6e-05
17559.10743 0.000176 4.1e-05 -1.4e-05 4.9e-05 -1e-05
17560.10812 0.000148 -1e-05 -4.8e-05 0.00013 0.000121
17561.10881 -5.4e-05 -1.4e-05 -9e-06 0.000118 -6e-06
17562.1095 6.5e-05 -8.4e-05 -0.000115 0.00012 3e-06
17563.11019 2e-05 -1.1e-05 6.2e-05 3.6e-05 4.6e-05
17564.11088 0.000209 8.7e-05 8e-05 5.7e-05 2.7e-05
17565.11157 7.8e-05 2.5e-05 -1.7e-05 0.000152 0.000102
17566.11226 0.000142 -6.1e-05 -8.8e-05 0.00023 4.7e-05
17567.11295 8e-06 -0.000155 1.8e-05 0.0001 4.8e-05
17568.11364 -4e-06 -2.6e-05 -3.5e-05 -8e-06 1.4e-05
17569.11433 0.000257 -0.000156 -4e-06 -3.6e-05 0.000135
17570.11502 1.7e-05 -2.1e-05 5e-05 -7.3e-05 4.3e-05
17571.11571 0.000273 -0.000184 2.7e-05 1e-06 5e-05
17572.1164 0.000136 -0.000142 -5e-05 2.6e-05 -5e-06
17573.11709 3.7e-05 -5.5e-05 2.6e-05 0.000112 2.7e-05
17574.11778 6.3e-05 -0.000133 3.4e-05 0.000121 8.4e-05
17575.11847 0.000196 4e-06 -1e-06 3.7e-05 4.1e-05
17576.11916 0.000193 -3.1e-05 7e-05 5.9e-05 5e-06
17577.11985 9.1e-05 -9e-06 2e-06 3.6e-05 8.3e-05
17578.12054 0.00017 -3e-06 -6.3e-05 4.2e-05 2e-06
17579.12123 0.000192 0.000187 8.6e-05 0.000114 3.3e-05
17580.12192 0.000114 6.8e-05 6.5e-05 0.000104 2.4e-05
17581.12261 1.3e-05 5.4e-05 2.1e-05 5e-05 -2.3e-05
17582.1233 0.000189 -3.2e-05 -4.9e-05 8.8e-05 7e-06
17583.12399 0.000146 4.1e-05 2.1e-05 9.3e-05 -2.6e-05
17584.12468 -1e-05 -2.4e-05 6.5e-05 -2e-05 -5.1e-05
17585.12537 0.000223 2.8e-05 3.9e-05 -7e-06 3.5e-05
17586.12606 -4.5e-05 -9e-06 9e-06 -2.3e-05 5.1e-05
17587.12675 4.1e-05 2.4e-05 -4.7e-05 1.2e-05 -7.6e-05
17588.12744 7e-06 4e-05 3.5e-05 9.6e-05 9.7e-05
17589.12813 0 -5.2e-05 -2.5e-05 5.1e-05 -7e-06
17590.12882 9.7e-05 9e-06 6.2e-05 6.2e-05 -2.8e-05
17591.12951 7.6e-05 -1e-06 0 7.8e-05 -4.8e-05
17592.1302 8.9e-05 0.000109 -4.2e-05 7.7e-05 9.1e-05
17593.13089 0.000104 2.4e-05 6.7e-05 4.8e-05 9.2e-05
17594.13158 1.4e-05 -3.6e-05 -9e-05 0.000101 2.6e-05
17595.13227 -2.9e-05 -4.1e-05 5.4e-05 0.000164 8.8e-05
17596.13296 0.000165 -3e-05 -2.8e-05 6.7e-05 4.2e-05
17597.13365 6.8e-05 -4e-06 5.1e-05 0.000109 6.6e-05
17598.13434 3.2e-05 9e-06 -3.8e-05 7.4e-05 -4.7e-05
17599.13503 0.000191 -6.3e-05 6.2e-05 8.6e-05 2.5e-05
17600.13572 0.000199 -3.4e-05 2.2e-05 6.6e-05 -2e-06
17601.13641 0.000147 6.1e-05 3.7e-05 0.000108 6.4e-05
17602.1371 7.5e-05 -2.6e-05 -2e-05 0.000133 -7e-06
17603.13779 0.00018 -6.5e-05 1.4e-05 -1.4e-05 -3.5e-05
17604.13848 9e-06 0.000112 -1.7e-05 7.9e-05 1.3e-05
17605.13917 0.000195 -4.9e-05 2.5e-05 6.6e-05 5.9e-05
17606.13986 0.0002 -1.2e-05 -1e-06 -4.1e-05 5e-06
17607.14055 0.000102 -0.00013 1.8e-05 8.4e-05 9e-05
17608.14124 0.000143 1.8e-05 4.1e-05 3.6e-05 5.7e-05
17609.14193 0.00022 -5.4e-05 -5e-06 1.1e-05 -2.9e-05
17610.14262 0.000122 8.9e-05 -3.6e-05 9.4e-05 -2e-06
17611.14331 0.000138 4.7e-05 -6.3e-05 0.000184 2.3e-05
17612.144 0.000124 2.5e-05 2.9e-05 0.000121 -0.000161
17613.14469 0.000191 -9e-06 -6.9e-05 6.3e-05 7.8e-05
17614.14538 -1.2e-05 -0.000113 0.000143 1.4e-05 0.000104
17615.14607 0.000147 -6.3e-05 8e-06 0.000193 6.6e-05
17616.14676 8e-05 -4.1e-05 -1.8e-05 3.3e-05 6.5e-05
17617.14745 6e-05 -5.2e-05 -2.4e-05 6.5e-05 7.4e-05
17618.14814 0.000129 3.1e-05 -3.8e-05 -1.2e-05 9.5e-05
17619.14883 0.000277 -8.5e-05 8e-05 1.5e-05 -8e-06
17620.14952 -3.2e-05 1e-05 3.9e-05 0.000169 -3.9e-05
17621.15021 0.000164 -4.8e-05 -1e-06 -4.2e-05 -3.1e-05
17622.1509 0.000162 -5.2e-05 3.2e-05 7.5e-05 -6.6e-05
17623.15159 0.000155 -6.8e-05 1.7e-05 8.7e-05 -1.2e-05
17624.15228 0.000132 7.3e-05 3.3e-05 0.000186 2.1e-05
17625.15297 0.000215 2e-06 -2.6e-05 8.8e-05 9.8e-05
17626.15366 2.9e-05 0 1.9e-05 3.2e-05 4.1e-05
17627.15435 8.9e-05 -2.5e-05 -1.8e-05 0.000133 -2e-05
17628.15504 0.000141 -7.1e-05 -2.5e-05 -3.2e-05 -2.4e-05
17629.15573 8.7e-05 -7.4e-05 2.4e-05 -1.9e-05 2.8e-05
17630.15642 8.5e-05 -7e-06 3.2e-05 7.7e-05 8.3e-05
17631.15711 -2.9e-05 -0.000165 6e-06 7.4e-05 -3.1e-05
17632.1578 0.000128 -0.000123 3.2e-05 0.000118 1.5e-05
17633.15849 0.0002 4.6e-05 -2.8e-05 0.000154 0.000111
17634.15918 0.000224 -4e-06 -0.000107 0.000133 0.000151
17635.15987 0.000118 -3.4e-05 -1e-06 0.000112 1.8e-05
17636.16056 -4.7e-05 8e-06 1.8e-05 0.000102 3.1e-05
17637.16125 0.000237 -0.000164 -0.000143 3.7e-05 5.6e-05
17638.16194 0.000152 -0.000172 8.8e-05 8.9e-05 -0.000109
17639.16263 0.000114 4.1e-05 3e-05 9.6e-05 -4e-06
17640.16332 4.5e-05 8.1e-05 -1.1e-05 -1.8e-05 4e-05
17641.16401 0.000163 7e-06 5.9e-05 2.3e-05 0.000154
17642.1647 8.6e-05 3.8e-05 -9e-06 3e-06 8.2e-05
17643.16539 0 -9.6e-05 4.7e-05 5.2e-05 -6.1e-05
17644.16608 0.000109 -2e-05 -3.5e-05 0.000145 3e-05
17645.16677 5.9e-05 0.000138 1.3e-05 0.000131 -1.2e-05
17646.16746 7.8e-05 5.1e-05 -3.3e-05 0.000128 0.000125
17647.16815 0.000161 6.5e-05 6e-06 6.3e-05 0.00011
17648.16884 9.9e-05 -1e-06 6.4e-05 3.7e-05 2.6e-05
17649.16953 7.3e-05 1.1e-05 5.6e-05 0.000105 6e-06
17650.17022 0.000161 5.3e-05 5.9e-05 7.7e-05 2.8e-05
17651.17091 0.000193 3.8e-05 -4.9e-05 3.5e-05 0.0001
17652.1716 0.000164 -4.8e-05 5.5e-05 6.1e-05 -2.3e-05
17653.17229 4.3e-05 -0.000186 -9.2e-05 0.000158 6.9e-05
17654.17298 0.000176 8.7e-05 6.2e-05 -5e-06 -0.000112
17655.17367 5.2e-05 2.2e-05 -1.5e-05 0.000132 0.000145
17656.17436 0 3.7e-05 1.2e-05 7.9e-05 -2.9e-05
17657.17505 0.000132 -0.000152 -1e-06 -9e-06 2.6e-05
17658.17574 0.000208 -7e-06 9.1e-05 0.000153 -2.5e-05
17659.17643 4.2e-05 -9.9e-05 0.000105 8.9e-05 2.3e-05
17660.17712 0.000189 -1.9e-05 3.9e-05 2.5e-05 -5.6e-05
17661.17781 0.00012 -7.1e-05 1.7e-05 7.5e-05 3.9e-05
17662.1785 5.1e-05 3.8e-05 2.9e-05 3.5e-05 0.000229
17663.17919 0.000106 -3.7e-05 -1.6e-05 7.6e-05 -1.5e-05
17664.17988 0.00016 -5.8e-05 -4.6e-05 0.000112 3.3e-05
17665.18057 0.000144 -3.7e-05 3.7e-05 0.000103 7.4e-05
17666.18126 2.1e-05 -4.7e-05 6.4e-05 0.000118 1.6e-05
17667.18195 0.00018 3.6e-05 -5.2e-05 4.2e-05 -4e-05
17668.18264 4.3e-05 1.1e-05 4.4e-05 0.000133 9.1e-05
17669.18333 -7.4e-05 -3.2e-05 -2.7e-05 0.000106 6.4e-05
17670.18402 0.000148 1.3e-05 -6e-06 -1.7e-05 3.9e-05
17671.18471 5.1e-05 -5.8e-05 0.000115 0.000166 8.2e-05
17672.1854 0.000239 5.5e-05 -0.000101 0.000141 7.5e-05
17673.18609 0.00023 -1.1e-05 -7.5e-05 6.5e-05 5.5e-05
17674.18678 3.6e-05 3e-05 -3.7e-05 0.000152 7.2e-05
17675.18747 8.9e-05 -5.3e-05 -1.8e-05 -6.9e-05 7.9e-05
17676.18816 0.00024 7e-06 9.4e-05 -9e-06 3.9e-05
17677.18885 0.000346 -5.8e-05 -4e-05 6.9e-05 8.3e-05
17678.18954 0 5e-05 3.6e-05 0.000186 -2.3e-05
17679.19023 0.000114 3.7e-05 -7.6e-05 3.3e-05 2e-05
17680.19092 0.000229 -8e-06 2.6e-05 0.000101 4.1e-05
17681.19161 -2.3e-05 -2.3e-05 0.000152 4.7e-05 -9.8e-05
17682.1923 0.000153 -1e-05 3.3e-05 2.4e-05 4.8e-05
17683.19299 0.00015 -3e-05 -0.000118 0.000168 7.9e-05
17684.19368 0.000268 -5.2e-05 -1.7e-05 0.000145 -3.2e-05
17685.19437 0.000165 -8.3e-05 8e-06 0.000146 -6.3e-05
17686.19506 0.000119 2e-06 0 4.8e-05 3.3e-05
17687.19575 0.000221 3.5e-05 5e-06 7.3e-05 2.9e-05
17688.19644 4.8e-05 -8e-06 -2.6e-05 0.000151 6.6e-05
17689.19713 7.3e-05 -0.000121 -3e-05 7e-05 1.9e-05
17690.19782 0.00016 0.000129 -2.2e-05 1.3e-05 0.000163
17691.19851 2e-06 -8.6e-05 6.1e-05 4.6e-05 6.9e-05
17692.1992 0.000161 -0.000103 4.5e-05 0.000111 2.7e-05
17693.19989 5.5e-05 -1.3e-05 -3.2e-05 0.000191 4.7e-05
17694.20058 6.2e-05 -3.2e-05 -8.5e-05 0.000188 0.000127
17695.20127 6.2e-05 -0.000111 6.7e-05 -4.4e-05 6.2e-05
17696.20196 0.000184 -5e-05 -1e-05 0.000145 -4e-05
17697.20265 0.000132 5.8e-05 3.8e-05 0.000181 -2.3e-05
17698.20334 3.2e-05 6.1e-05 -6e-06 3.1e-05 6e-06
17699.20403 8.2e-05 -9.5e-05 -5.4e-05 8e-05 3.8e-05
17700.20472 6.6e-05 5.5e-05 -2.3e-05 5.1e-05 4.3e-05
17701.20541 2.8e-05 4.7e-05 4.5e-05 3.3e-05 6.8e-05
17702.2061 7.1e-05 3e-06 -0.000114 8.7e-05 2.2e-05
17703.20679 5.9e-05 2.9e-05 -1.3e-05 7.8e-05 1.4e-05
17704.20748 0.000242 -5.4e-05 -2e-05 -2.2e-05 1.5e-05
17705.20817 0.000194 -6.6e-05 2.6e-05 0.000232 -3.1e-05
17706.20886 9.5e-05 -9.3e-05 3.6e-05 0.000138 0.00016
17707.20955 7.5e-05 3.6e-05 -0.000167 0.000183 0.000125
17708.21024 0.00021 -0.000107 -2.3e-05 3.2e-05 5.2e-05
17709.21093 0.00012 -5.8e-05 9e-05 4e-05 3.7e-05
17710.21162 6.1e-05 -8.6e-05 1.9e-05 -4.3e-05 9.3e-05
17711.21231 0.00025 -6e-06 -3.8e-05 0.00014 0.000136
17712.213 0.000158 4.4e-05 3.5e-05 0.000244 -1.6e-05
17713.21369 5.2e-05 3e-05 -5.7e-05 -2e-06 6.3e-05
17714.21438 0.000142 2.4e-05 4.8e-05 0.000114 2.7e-05
17715.21507 0.00025 -5.6e-05 -9e-06 4e-05 8.1e-05
17716.21576 0.000122 -0.000193 5e-06 0.000113 0.000146
17717.21645 0.00018 -0.000174 6e-05 9.6e-05 -6.7e-05
17718.21714 2.4e-05 -6.4e-05 -7.2e-05 5.8e-05 1e-05
17719.21783 0 -1.8e-05 -2.6e-05 8e-06 7.6e-05
17720.21852 8.3e-05 -2e-05 -2.2e-05 -5.2e-05 0.00017
17721.21921 4.1e-05 -1.5e-05 0.000114 1.1e-05 8.7e-05
17722.2199 4e-05 1.1e-05 -4.5e-05 5.6e-05 0.000123
17723.22059 0.000298 -7.4e-05 3.8e-05 7.7e-05 3.9e-05
17724.22128 0.00017 3.2e-05 -4.9e-05 0.000146 1.6e-05
17725.22197 -1.1e-05 8.4e-05 5.5e-05 0.000131 3.2e-05
17726.22266 0.000105 3.8e-05 -9e-06 5.9e-05 8e-06
17727.22335 -2.8e-05 -0.000174 2.2e-05 2.5e-05 -2.5e-05
17728.22404 0.000108 -3.2e-05 2.7e-05 -5.2e-05 0.000121
17729.22473 0.000185 0.000118 4.9e-05 -3e-06 9e-05
17730.22542 0.000109 6.1e-05 5.1e-05 0.000109 1.6e-05
17731.22611 3.3e-05 1.2e-05 1e-06 2.7e-05 2.3e-05
17732.2268 0.000219 6.6e-05 3.3e-05 9.9e-05 2e-06
17733.22749 0.000153 4.3e-05 -3.9e-05 8.6e-05 6.2e-05
17734.22818 0.00015 -2e-05 -4e-06 4e-06 8.3e-05
17735.22887 1.5e-05 -6.1e-05 4.7e-05 -1.2e-05 0.000137
17736.22956 0.000176 -0.000109 -2.9e-05 -1.8e-05 3.7e-05
17737.23025 3.1e-05 -7e-05 -2.1e-05 -3e-05 4.1e-05
17738.23094 9.3e-05 6.3e-05 8.2e-05 -6.6e-05 -3.7e-05
17739.23163 0.000136 6.1e-05 -2e-06 2.9e-05 -1.6e-05
17740.23232 0.000204 -4.2e-05 -3.9e-05 5e-06 3.4e-05
17741.23301 0.000109 -0.000116 -1.7e-05 -3.9e-05 3.2e-05
17742.2337 7.2e-05 -4.5e-05 -6.3e-05 3e-06 -1.1e-05
17743.23439 0.00013 1.6e-05 -4.5e-05 5.1e-05 8.6e-05
17744.23508 0.00011 -3.9e-05 5.2e-05 2.7e-05 -1e-05
17745.23577 9.6e-05 2.3e-05 2.8e-05 3.7e-05 -7e-06
17746.23646 0.000112 -5.3e-05 6.9e-05 0.000166 6.3e-05
17747.23715 0.000205 -6.3e-05 3.8e-05 7.8e-05 4e-06
17748.23784 0.000117 -7.7e-05 6e-06 6.1e-05 -8e-06
17749.23853 0.000141 0.00011 -3.1e-05 3.5e-05 0.000109
17750.23922 1.5e-05 -6e-06 -2e-05 -2.2e-05 3.6e-05
17751.23991 0.000103 -1.2e-05 1.2e-05 0.000216 4.3e-05
17752.2406 0.000195 -0.000166 3e-05 0.000122 9e-06
17753.24129 6.2e-05 6.8e-05 1.7e-05 0.000129 7.2e-05
17754.24198 0.000164 -7.9e-05 9.7e-05 8.3e-05 3.6e-05
17755.24267 1.6e-05 -4.1e-05 -7.8e-05 5e-06 2.1e-05
17756.24336 8.2e-05 -3e-05 -8.8e-05 0.000131 -4.9e-05
17757.24405 0.000212 -9.1e-05 -7.7e-05 0.00014 -5.7e-05
17758.24474 0.000161 -0.000138 -6.3e-05 0.000212 6.8e-05
17759.24543 0.000102 -3e-06 -0.00013 6.3e-05 0.000105
17760.24612 0.000161 2.6e-05 1.9e-05 0.000194 0.000128
17761.24681 0.000111 -2e-05 3e-05 8.7e-05 1e-06
17762.2475 0.000139 -0.000151 5.1e-05 0.000113 7.8e-05
17763.24819 0.000141 -0.000176 -6.8e-05 0.000126 9e-06
17764.24888 0.000147 -3.7e-05 -3.4e-05 1.6e-05 4.8e-05
17765.24957 0.000211 5.2e-05 5e-06 9e-05 6.8e-05
17766.25026 7.6e-05 3.1e-05 -4.7e-05 -5.7e-05 5.6e-05
17767.25095 0.000128 5.9e-05 -4.6e-05 2.3e-05 5e-05
17768.25164 8.7e-05 -1e-06 -2.3e-05 5.6e-05 0.000105
17769.25233 2e-05 5.3e-05 -3.8e-05 7.8e-05 7.1e-05
17770.25302 0.000175 -2.2e-05 6.3e-05 -8.3e-05 7.6e-05
17771.25371 0.000163 -7e-06 9e-06 0.000125 7.9e-05
17772.2544 0.000131 -6.3e-05 2.7e-05 9.4e-05 5e-06
17773.25509 0.000142 -7.3e-05 -4.4e-05 -1.6e-05 0.000141
17774.25578 0.000111 -6.8e-05 -5.3e-05 7.4e-05 -1.9e-05
17775.25647 0.000159 2.8e-05 -9.4e-05 -7e-05 4.6e-05
17776.25716 7.6e-05 -7.6e-05 -0.00012 -4e-06 -5.9e-05
17777.25785 -3.2e-05 -1.9e-05 -5e-06 0.000134 0.000104
17778.25854 9e-05 5.7e-05 -2e-05 6.2e-05 1e-05
17779.25923 7.5e-05 -6.1e-05 -6.4e-05 3.3e-05 6.7e-05
17780.25992 0.000157 -2.2e-05 7e-06 0.000225 3.9e-05
17781.26061 0.000154 -0.000108 -6.8e-05 1.2e-05 2.3e-05
17782.2613 0.000211 -4.7e-05 -2.3e-05 8.2e-05 9.3e-05
17783.26199 0.000258 -0.000156 -0.000127 0.000244 3.5e-05
17784.26268 0.000175 -8.4e-05 6.1e-05 7.2e-05 5.8e-05
17785.26337 0.000131 3e-06 -3e-06 0.000131 0.000169
17786.26406 9.2e-05 -3.4e-05 5.9e-05 -3.2e-05 -2e-05
17787.26475 2.7e-05 -7.8e-05 7e-05 8.8e-05 2.5e-05
17788.26544 0.000253 -7.8e-05 -0.000135 4.6e-05 0.00011
17789.26613 4e-05 -0.000134 8.4e-05 -4e-06 4.2e-05
17790.26682 0.000154 -0.000111 2.7e-05 9.7e-05 0.000112
17791.26751 0.000194 -1.2e-05 -3e-05 8.9e-05 5.6e-05
17792.2682 0.000204 -2.7e-05 -0.000133 -5e-06 4e-06
17793.26889 -5.4e-05 1.9e-05 -4e-05 0.000115 3e-06
17794.26958 0.000246 -0.000109 4.1e-05 6.9e-05 5.6e-05
17795.27027 0.00012 -4.1e-05 -4.5e-05 3.8e-05 3e-06
17796.27096 0.000151 2e-06 2.2e-05 0.000151 -1.2e-05
17797.27165 0.000211 4.5e-05 5e-06 -1.3e-05 4e-05
17798.27234 7.6e-05 -1e-05 -5e-06 8.9e-05 2.1e-05
17799.27303 1.5e-05 -5e-06 -7e-06 -3.8e-05 0.000151
17800.27372 8e-05 -5.4e-05 6.9e-05 0.00015 3.8e-05
17801.27441 0.000122 -3e-05 6.3e-05 3.4e-05 8.3e-05
17802.2751 0.000119 2e-05 -2e-05 6.1e-05 8.2e-05
17803.27579 0.000231 -5.7e-05 2.8e-05 6.4e-05 3.3e-05
17804.27648 0.000105 -0.000103 -5.5e-05 9.2e-05 -7e-06
17805.27717 0.000148 -8e-05 -4.6e-05 0.000124 4.9e-05
17806.27786 5.4e-05 -0.000133 3.9e-05 -1.8e-05 -3.1e-05
17807.27855 0.000142 -7.6e-05 -7.2e-05 -2e-05 -7e-06
17808.27924 0.000184 -8.5e-05 3.8e-05 0.00017 4.7e-05
17809.27993 4.8e-05 -3.4e-05 0.000102 7.6e-05 1.2e-05
17810.28062 0.000115 6.4e-05 3.5e-05 0.000155 4e-05
17811.28131 -4.9e-05 -1.9e-05 -7.7e-05 0.000182 -5.9e-05
17812.282 0.000107 -9.5e-05 -1.1e-05 -1.7e-05 -3.4e-05
17813.28269 0.000141 1.4e-05 -0.000134 0.000123 0.000133
17814.28338 0.000118 -9e-06 2.8e-05 7e-05 2.1e-05
17815.28407 0.000278 3.2e-05 8.5e-05 8.1e-05 0.000132
17816.28476 0.00019 -2.6e-05 -3.8e-05 7.4e-05 -2.4e-05
17817.28545 0.00016 2e-05 6e-06 2e-06 3.3e-05
17818.28614 -4e-06 2.7e-05 -1.6e-05 0.000112 7.5e-05
17819.28683 0.000126 -1.1e-05 -4.3e-05 7.2e-05 7.8e-05
17820.28752 0.000177 -4.9e-05 0.000178 -8.1e-05 -3.5e-05
17821.28821 0.00016 -2e-05 -2.4e-05 8.8e-05 0.000117
17822.2889 1.9e-05 9.8e-05 -6.6e-05 6.5e-05 1.6e-05
