Delay -5C 15C 35C 55C 70C
-1203.83007 9e-05 -0.000122 -9.9e-05 3.4e-05 2.1e-05
-1202.82938 0.000104 -9.9e-05 4.5e-05 0.000177 7e-05
-1201.82869 1e-06 -6e-05 -0.000168 7.3e-05 9.6e-05
-1200.828 -3.7e-05 -1.1e-05 -3.6e-05 8.3e-05 7.2e-05
-1199.82731 0.000118 -0.000206 7e-06 0.000103 9.7e-05
-1198.82662 -1e-06 -0.000104 -3.8e-05 6.8e-05 8.4e-05
-1197.82593 0.000162 -3.9e-05 -8.9e-05 1.8e-05 -1.4e-05
-1196.82524 1e-06 -0.000185 4.2e-05 2.4e-05 -5.2e-05
-1195.82455 0.000115 -8.4e-05 -7e-06 3.3e-05 2.5e-05
-1194.82386 8.8e-05 -0.000111 -5.9e-05 9e-06 -8.8e-05
-1193.82317 2.6e-05 -0.000112 -1.3e-05 -0.000103 0.000123
-1192.82248 0.000104 -0.000132 -5.3e-05 -0.000107 4.6e-05
-1191.82179 6.5e-05 -0.000127 -5e-05 7.4e-05 -6.2e-05
-1190.8211 7e-05 -0.000155 4.6e-05 -4.8e-05 4.7e-05
-1189.82041 0.00011 -1.7e-05 -6e-05 0.000207 3.5e-05
-1188.81972 -1.9e-05 -0.000206 -8.8e-05 -3.2e-05 4.5e-05
-1187.81903 5.4e-05 -7.7e-05 1.7e-05 0.000149 2.6e-05
-1186.81834 0.000121 -0.000198 -8.3e-05 4e-06 3.5e-05
-1185.81765 -7e-06 -0.000167 4.3e-05 6.4e-05 -3e-06
-1184.81696 -8.7e-05 -0.000135 4.3e-05 3.4e-05 -4.4e-05
-1183.81627 0.00011 -0.000144 -0.00016 1.1e-05 -1e-06
-1182.81558 1.9e-05 -6.5e-05 -4.2e-05 0.000112 -2.7e-05
-1181.81489 -2.1e-05 -2e-05 -0.000107 5.6e-05 -3e-06
-1180.8142 0.000146 -0.000138 -3e-05 0.000122 7.3e-05
-1179.81351 2.7e-05 -0.00012 3.6e-05 7.2e-05 1.4e-05
-1178.81282 3.4e-05 -6.8e-05 -5.9e-05 3e-06 -3.2e-05
-1177.81213 -6.5e-05 -0.000127 6e-06 0.000171 3.3e-05
-1176.81144 2.1e-05 -4.9e-05 -5.2e-05 0.000146 -1.2e-05
-1175.81075 0.000202 -0.000258 -2.6e-05 -8e-05 -6.1e-05
-1174.81006 -2.1e-05 -0.000113 -5.7e-05 3.9e-05 -6e-06
-1173.80937 -6.7e-05 -9.3e-05 -7.5e-05 9.5e-05 -0.000172
-1172.80868 5.6e-05 -6.1e-05 -2.2e-05 -5.1e-05 5.2e-05
-1171.80799 -2.1e-05 -0.000126 -7.3e-05 6.4e-05 2.6e-05
-1170.8073 1.4e-05 -0.00013 -2.4e-05 0.000207 2.9e-05
-1169.80661 2.3e-05 -6.7e-05 1.1e-05 -5e-06 -1e-06
-1168.80592 5.6e-05 -9.2e-05 -4.9e-05 5e-05 -4.5e-05
-1167.80523 -8.8e-05 -9.1e-05 2.3e-05 6.5e-05 6.4e-05
-1166.80454 4.9e-05 -7.6e-05 1.2e-05 9.3e-05 9.8e-05
-1165.80385 0.000118 -0.000106 -5.9e-05 -5.8e-05 3.6e-05
-1164.80316 6.5e-05 -3e-05 -0.000162 7.7e-05 6.9e-05
-1163.80247 4.4e-05 1.6e-05 -1e-06 9.7e-05 3.2e-05
-1162.80178 -1.7e-05 -0.000143 -2.8e-05 1.1e-05 8e-06
-1161.80109 6e-05 -6.4e-05 -0.000102 0.000176 -6.9e-05
-1160.8004 0.0002 -8.4e-05 -2.5e-05 -1.4e-05 6e-05
-1159.79971 -5.4e-05 -0.000211 -3.9e-05 5.5e-05 -1.8e-05
-1158.79902 5e-05 2.4e-05 3.8e-05 9.4e-05 -2.4e-05
-1157.79833 -8e-06 -0.000109 2.6e-05 7.9e-05 -5.5e-05
-1156.79764 6.4e-05 -5.6e-05 3.7e-05 2e-05 -7.4e-05
-1155.79695 9.8e-05 6e-05 6e-06 1e-05 -8e-05
-1154.79626 -7e-06 -4.6e-05 -0.000111 3.9e-05 -4.7e-05
-1153.79557 0.000103 7.4e-05 -0.000102 8e-05 -6.1e-05
-1152.79488 -6.1e-05 -0.00012 -0.00021 0.000126 6.9e-05
-1151.79419 8.1e-05 -0.000116 -5.2e-05 0.000128 -3.7e-05
-1150.7935 -7e-06 -0.000131 -3e-05 5.3e-05 3.9e-05
-1149.79281 3.6e-05 5.6e-05 9.1e-05 7e-06 9.1e-05
-1148.79212 -0.000108 -6.5e-05 7e-06 -2.8e-05 4.9e-05
-1147.79143 3.6e-05 -6e-05 4.5e-05 3.4e-05 8e-05
-1146.79074 0.000108 -0.000139 2.2e-05 7.7e-05 -5.7e-05
-1145.79005 0.000127 -0.000114 -5.7e-05 -9e-06 9.4e-05
-1144.78936 -2.1e-05 2.3e-05 2.9e-05 8.2e-05 -3.3e-05
-1143.78867 9.6e-05 -0.000126 -4.6e-05 -6e-06 -7e-05
-1142.78798 4e-06 -0.000175 -0.000129 -6.1e-05 3e-06
-1141.78729 0.000159 -4.8e-05 -8e-05 9e-05 -3.9e-05
-1140.7866 2.6e-05 -1e-05 8.4e-05 -3.7e-05 -2e-05
-1139.78591 1.8e-05 -3.7e-05 -2.3e-05 -1.9e-05 -9.6e-05
-1138.78522 -8.6e-05 -0.000248 -4.6e-05 0.000158 -1.4e-05
-1137.78453 -5.6e-05 -0.000157 -1.5e-05 0.000144 -5.9e-05
-1136.78384 5.9e-05 -0.00011 -4.1e-05 1e-06 1.2e-05
-1135.78315 2e-06 -9.1e-05 5.5e-05 -3e-06 2.4e-05
-1134.78246 0.000113 5.1e-05 -4.8e-05 7.3e-05 7.4e-05
-1133.78177 -9.9e-05 -5.2e-05 -0.000132 2.6e-05 -0.000168
-1132.78108 0.000191 -9.4e-05 -9.3e-05 0.000158 6.1e-05
-1131.78039 1.4e-05 -0.000116 -1.7e-05 -0.000115 -9.9e-05
-1130.7797 1.3e-05 -0.000116 -8.5e-05 2.1e-05 7.8e-05
-1129.77901 4.1e-05 -0.000187 -0.000118 7.9e-05 1.5e-05
-1128.77832 5.5e-05 -6.1e-05 5.3e-05 -2.5e-05 -1.5e-05
-1127.77763 8.3e-05 -8.4e-05 -6e-06 7.3e-05 -6.6e-05
-1126.77694 0.000184 1e-06 1.1e-05 -2e-06 1.2e-05
-1125.77625 -6.6e-05 3.7e-05 -1.5e-05 7.5e-05 1.1e-05
-1124.77556 -3.3e-05 -0.000241 -1.5e-05 0.000118 -8.5e-05
-1123.77487 1.1e-05 -2.9e-05 3.9e-05 0.000114 -3.4e-05
-1122.77418 4.7e-05 -0.000245 -3.3e-05 0.000114 -2.6e-05
-1121.77349 5.8e-05 -6.7e-05 -4.9e-05 -1.8e-05 -8.5e-05
-1120.7728 4.1e-05 6.1e-05 -4.8e-05 -1e-05 -4.9e-05
-1119.77211 -4.4e-05 -7.4e-05 -0.000102 -3.1e-05 -2.9e-05
-1118.77142 0.000128 -1.4e-05 3.5e-05 4.6e-05 7.2e-05
-1117.77073 6.2e-05 -0.000114 7e-06 0.00014 1.1e-05
-1116.77004 0.000106 -0.000149 -0.000103 6.6e-05 -0.000137
-1115.76935 8.3e-05 -0.000155 -0.000133 7e-05 -0.000104
-1114.76866 0.000108 2.7e-05 -7.1e-05 7.5e-05 1.5e-05
-1113.76797 6.1e-05 -0.0001 -6.8e-05 2.4e-05 -0.000105
-1112.76728 0.000118 -0.000193 -7.5e-05 0.000154 1.6e-05
-1111.76659 9.3e-05 -0.000163 -2.3e-05 6.2e-05 -5.9e-05
-1110.7659 -0.000143 -0.000189 -9.1e-05 0.000164 2.5e-05
-1109.76521 7.9e-05 -6.7e-05 4.3e-05 -2.3e-05 1.1e-05
-1108.76452 -5.6e-05 -6.9e-05 -7.4e-05 0.000113 -4e-06
-1107.76383 6.4e-05 -2e-06 -4e-05 2.4e-05 -1.4e-05
-1106.76314 -2.3e-05 -0.00013 -8.7e-05 0.000205 -4.3e-05
-1105.76245 1.7e-05 -0.000133 1.3e-05 6.7e-05 -1.6e-05
-1104.76176 6e-06 -0.000158 -9.1e-05 0.000117 5.4e-05
-1103.76107 -5.1e-05 -1.5e-05 -8.8e-05 6.7e-05 -3.3e-05
-1102.76038 -7e-06 -0.000108 -9.2e-05 -9.7e-05 -2.3e-05
-1101.75969 5.8e-05 -5.2e-05 8e-06 3.8e-05 0.000115
-1100.759 8.9e-05 -0.000108 2e-06 4.5e-05 -2.1e-05
-1099.75831 0.000108 1.3e-05 -0.000139 8.1e-05 -8.1e-05
-1098.75762 2.1e-05 2.3e-05 -7.9e-05 0.000135 2e-05
-1097.75693 9.7e-05 -0.000131 -8.3e-05 2.3e-05 3.1e-05
-1096.75624 0.00013 -1.7e-05 -0.00016 2.2e-05 -1.8e-05
-1095.75555 2e-06 -5.8e-05 1.2e-05 -2.1e-05 4e-06
-1094.75486 -3.2e-05 -0.000168 -0.00012 -6e-06 4.8e-05
-1093.75417 4.8e-05 -0.000159 3.2e-05 0.000145 -9e-06
-1092.75348 0.000143 -2.5e-05 -3e-05 0.000114 -2.5e-05
-1091.75279 0.000125 -4.3e-05 -0.000104 0.000121 -9.5e-05
-1090.7521 -8.1e-05 -8.9e-05 -0.000119 7.6e-05 -1.2e-05
-1089.75141 0.000127 -0.00016 3.7e-05 0.000125 2e-05
-1088.75072 8.9e-05 -6e-05 -1.2e-05 0.000159 0
-1087.75003 -6.8e-05 -8.3e-05 9e-06 -4.2e-05 -7.7e-05
-1086.74934 0.000155 -3.3e-05 -3.9e-05 9e-05 -6.4e-05
-1085.74865 7e-06 -9.1e-05 -0.000103 8.2e-05 -9e-05
-1084.74796 2.7e-05 -0.000126 -3.1e-05 2e-05 0
-1083.74727 -4.8e-05 -8.4e-05 2e-06 5.3e-05 -2.6e-05
-1082.74658 -3.5e-05 -0.000174 -4.9e-05 6.1e-05 -3.7e-05
-1081.74589 9.3e-05 -0.000197 -9e-06 -3.1e-05 3e-06
-1080.7452 4.1e-05 -0.000214 -8.8e-05 6.3e-05 0.000143
-1079.74451 -5e-05 -7.3e-05 -0.000107 6.3e-05 2e-05
-1078.74382 4e-05 -3.6e-05 4.5e-05 0.000175 2.5e-05
-1077.74313 2.1e-05 -2.6e-05 1.3e-05 -7e-06 0.000105
-1076.74244 0.000122 -0.000137 2.2e-05 9e-06 -7e-06
-1075.74175 -0.000161 -9.7e-05 -4.7e-05 -5e-06 -4.3e-05
-1074.74106 1.8e-05 -9e-06 3e-06 -1.1e-05 9.1e-05
-1073.74037 3.7e-05 2.4e-05 -3.5e-05 0.000136 -9.9e-05
-1072.73968 7.7e-05 -0.000139 -9.8e-05 5e-05 -1.4e-05
-1071.73899 4e-06 1.5e-05 2.4e-05 -0.000211 -9.4e-05
-1070.7383 5.1e-05 -0.00018 1e-05 4.4e-05 8.9e-05
-1069.73761 0.000118 -6.3e-05 4.3e-05 0.000118 1.5e-05
-1068.73692 8.9e-05 3.9e-05 1e-05 0.000224 -6e-06
-1067.73623 -9.6e-05 -0.000105 -6.3e-05 5.5e-05 4.9e-05
-1066.73554 -0.00014 -7.6e-05 -7.6e-05 0.000204 -4.1e-05
-1065.73485 -4.7e-05 -4.3e-05 -1.7e-05 6.4e-05 -4.3e-05
-1064.73416 0.00011 -0.000134 -7.7e-05 5.7e-05 5.7e-05
-1063.73347 0.000153 -0.000103 -4e-05 -0.000112 -3.8e-05
-1062.73278 0.000103 -0.000123 -1e-05 7.8e-05 -4e-05
-1061.73209 8.3e-05 -7.6e-05 -7.8e-05 5.5e-05 -3.1e-05
-1060.7314 0.000127 2e-06 0.000128 9.3e-05 4.3e-05
-1059.73071 5.4e-05 -0.000133 -6.1e-05 -2.3e-05 2.7e-05
-1058.73002 -4e-05 1.5e-05 2.3e-05 0.0001 -3e-05
-1057.72933 4.6e-05 -0.000104 -2e-06 6.3e-05 -6e-05
-1056.72864 0.000135 -6.4e-05 -0.000117 9.7e-05 9.3e-05
-1055.72795 -6.9e-05 -8.7e-05 4.5e-05 0.000149 -1.4e-05
-1054.72726 0.000117 -0.000137 -4.8e-05 2.7e-05 2.3e-05
-1053.72657 -2.6e-05 -0.000205 1.9e-05 9.9e-05 4.9e-05
-1052.72588 -0.000199 -0.000115 -7.2e-05 2e-05 -3.5e-05
-1051.72519 6.2e-05 -0.000112 -2.7e-05 2.3e-05 1.1e-05
-1050.7245 -2.1e-05 -1.6e-05 -4.7e-05 4.4e-05 7e-05
-1049.72381 0.00013 -1.4e-05 -7.7e-05 0.000199 4.6e-05
-1048.72312 0.000166 5e-06 -5.4e-05 0.000148 -3e-05
-1047.72243 8.5e-05 -6.6e-05 -8e-05 -1.8e-05 3.5e-05
-1046.72174 0.000104 -0.000135 5.4e-05 -0.000137 -4.3e-05
-1045.72105 7.6e-05 -7.1e-05 -0.000105 4.9e-05 3.7e-05
-1044.72036 1.8e-05 -8.9e-05 0.000124 5.9e-05 4.3e-05
-1043.71967 9.8e-05 -0.000188 -3.5e-05 6.5e-05 4.4e-05
-1042.71898 0.000119 -4.2e-05 1e-05 0.000149 -2.1e-05
-1041.71829 0.000126 -9.8e-05 -5.2e-05 4.5e-05 2.5e-05
-1040.7176 2e-06 -9.1e-05 -9.6e-05 0.000134 -1.1e-05
-1039.71691 4.9e-05 6.3e-05 -8.2e-05 5.2e-05 -2.4e-05
-1038.71622 -2.1e-05 -2.6e-05 1.6e-05 3e-05 -9.8e-05
-1037.71553 6.6e-05 -0.000106 -3e-05 0.00014 -0.000104
-1036.71484 6.8e-05 -0.000106 -0.00011 0.000119 -2.6e-05
-1035.71415 4.3e-05 -0.000127 3.3e-05 8.3e-05 2.3e-05
-1034.71346 -2.9e-05 -3.4e-05 -4.3e-05 -2.5e-05 -9e-06
-1033.71277 0.000174 -4e-05 -3e-05 4.7e-05 -5e-06
-1032.71208 4.1e-05 -0.000147 -6.7e-05 8e-06 6.2e-05
-1031.71139 -4.6e-05 -0.000158 1.6e-05 0.000129 -3.9e-05
-1030.7107 -6.9e-05 4.7e-05 6.2e-05 4.8e-05 -0.000102
-1029.71001 9.3e-05 -6.8e-05 6e-06 7.9e-05 0.000135
-1028.70932 5e-05 0.000115 -4.7e-05 0.000139 -9e-06
-1027.70863 9e-05 -4.3e-05 9e-06 7.1e-05 -4.9e-05
-1026.70794 -3e-05 -0.000164 -1.3e-05 8.7e-05 5.2e-05
-1025.70725 0.000242 -0.000101 2.8e-05 7.2e-05 1.7e-05
-1024.70656 5.4e-05 -2e-05 -9e-06 0.000244 -2.1e-05
-1023.70587 5e-05 1.2e-05 -4.2e-05 0.000168 -1.4e-05
-1022.70518 0.000142 -7.6e-05 -5.1e-05 0.000121 3e-06
-1021.70449 -5.9e-05 -1.8e-05 7.2e-05 0.000154 -1.5e-05
-1020.7038 -6.1e-05 8e-05 -2.6e-05 3.7e-05 6e-06
-1019.70311 -3.8e-05 -6.6e-05 -0.000169 0.000173 0.000115
-1018.70242 0.000186 -2e-05 -2.6e-05 2.2e-05 3e-06
-1017.70173 0.000189 -6e-05 -6.1e-05 -1e-06 4e-06
-1016.70104 5.1e-05 -0.000116 3.2e-05 -5.6e-05 -1.1e-05
-1015.70035 -4e-06 -0.000124 -8.4e-05 7.5e-05 4.4e-05
-1014.69966 7.9e-05 -1e-05 -1e-06 9.6e-05 4.9e-05
-1013.69897 -4e-06 -0.000111 -9.2e-05 0.000118 8.9e-05
-1012.69828 -6.4e-05 -0.000255 -1.9e-05 6.5e-05 6.9e-05
-1011.69759 0.000224 -0.000103 -2.7e-05 6.2e-05 -4.8e-05
-1010.6969 0.000159 -8.3e-05 7.1e-05 1.5e-05 -7e-05
-1009.69621 -2e-05 -0.000112 -1.3e-05 0.000137 -7e-06
-1008.69552 2.1e-05 5.8e-05 -6.3e-05 1.4e-05 -4.5e-05
-1007.69483 7.6e-05 -7.2e-05 4.5e-05 3.5e-05 2.6e-05
-1006.69414 0.000117 -1.4e-05 -7e-06 0.00017 2.9e-05
-1005.69345 4.6e-05 -1.8e-05 -1.5e-05 0.000129 -3.9e-05
-1004.69276 2.7e-05 3.4e-05 -1.8e-05 0.00025 7.1e-05
-1003.69207 0.000106 9.7e-05 -2.7e-05 8.2e-05 -1.2e-05
-1002.69138 -9.9e-05 -6.5e-05 -8.3e-05 0.000109 -8.9e-05
-1001.69069 9.7e-05 -0.000141 -0.000123 2.3e-05 -0.000114
-1000.69 -0.000128 3.3e-05 1e-06 5.6e-05 5.8e-05
-999.68931 4.1e-05 -0.000193 6e-05 0.000187 -4.9e-05
-998.68862 7.6e-05 -5e-05 -5.1e-05 0.000118 -5.9e-05
-997.68793 -2.7e-05 -5.2e-05 2.3e-05 0.000104 0.00011
-996.68724 8.6e-05 -1.8e-05 -0.000103 5.6e-05 5.1e-05
-995.68655 4.8e-05 -4.6e-05 -9.5e-05 3.9e-05 -1.1e-05
-994.68586 9.7e-05 -4.8e-05 4.2e-05 4.7e-05 8e-06
-993.68517 0.000111 -0.000197 3.8e-05 6.4e-05 2e-06
-992.68448 -2.6e-05 -3.8e-05 -0.000115 -7.3e-05 -4.6e-05
-991.68379 -0.00013 4e-06 -3.5e-05 -6e-06 -1.1e-05
-990.6831 -2.3e-05 -0.000141 -4e-05 6.2e-05 -3.7e-05
-989.68241 0.000125 -7.4e-05 5.2e-05 -4e-06 -1.2e-05
-988.68172 -5.4e-05 -0.00016 -5e-05 0.000177 -4e-06
-987.68103 0.000228 -0.000133 -0.00016 0.000121 0.000181
-986.68034 1.7e-05 -6.1e-05 -3.4e-05 0.000109 3.4e-05
-985.67965 6.6e-05 -4.3e-05 -5.4e-05 0.000151 5e-06
-984.67896 9.1e-05 5.6e-05 3.4e-05 8.1e-05 6.7e-05
-983.67827 -3.1e-05 -3e-06 4e-06 0.000189 -5.2e-05
-982.67758 2.4e-05 -8.5e-05 0 6.9e-05 6.7e-05
-981.67689 0.000183 -0.000165 -0.000168 8.2e-05 6.8e-05
-980.6762 -6.4e-05 -0.000124 -2.2e-05 0.000115 4e-05
-979.67551 -3.2e-05 -0.000106 -1.9e-05 0.000178 5.8e-05
-978.67482 7.8e-05 -9.2e-05 -9.3e-05 8e-05 4.7e-05
-977.67413 0.000101 -5.6e-05 -0.00013 -2.3e-05 3.6e-05
-976.67344 -1.6e-05 -7.3e-05 -0.000116 6.1e-05 8.8e-05
-975.67275 -9.9e-05 -0.000267 -7.6e-05 8e-05 4.7e-05
-974.67206 -0.000114 -4.7e-05 8e-05 6.7e-05 3.8e-05
-973.67137 -2.1e-05 -9e-06 -7.1e-05 8.4e-05 -1.4e-05
-972.67068 -4.1e-05 -0.000105 -4.9e-05 1.5e-05 8.4e-05
-971.66999 0.000131 -2.8e-05 -5e-05 2.8e-05 -7e-06
-970.6693 -5.9e-05 -8.5e-05 2.9e-05 6.8e-05 -1.5e-05
-969.66861 0.000122 -1.4e-05 -0.000152 -1e-05 5e-06
-968.66792 9.8e-05 -6.9e-05 -3.1e-05 0 0
-967.66723 0.000129 -3.6e-05 -4e-05 9.5e-05 -2.6e-05
-966.66654 7.7e-05 -7.1e-05 -2.3e-05 9.9e-05 4.1e-05
-965.66585 3e-06 -9.8e-05 6e-06 -3.8e-05 -3.7e-05
-964.66516 2.3e-05 -2.4e-05 -4.5e-05 2.6e-05 1.4e-05
-963.66447 0.000115 -6.2e-05 -4.4e-05 0.00013 0.000167
-962.66378 -2.4e-05 -0.000113 -1e-06 -1.8e-05 -5.1e-05
-961.66309 -6.3e-05 -0.000142 -5.1e-05 -3.4e-05 -0.000109
-960.6624 -3.4e-05 -4.7e-05 -5e-05 -2.3e-05 8.3e-05
-959.66171 -0.000104 -0.000125 -4.2e-05 0.000148 2.3e-05
-958.66102 -8.3e-05 -5.1e-05 4.2e-05 0.00011 -1.6e-05
-957.66033 8.2e-05 -0.000132 -2.2e-05 9.9e-05 2e-06
-956.65964 -0.000104 -7.3e-05 -1.3e-05 2.9e-05 -4.3e-05
-955.65895 0.000119 -0.000116 -8.3e-05 -2.2e-05 -1.5e-05
-954.65826 0.000135 3.2e-05 -8.8e-05 9.8e-05 0.000111
-953.65757 -0.000105 -0.000248 -0.000198 9.3e-05 5.6e-05
-952.65688 6.4e-05 -9.3e-05 1.8e-05 5.4e-05 -8.4e-05
-951.65619 -8.5e-05 -0.000124 6e-06 7e-05 -2.6e-05
-950.6555 1.7e-05 -5.3e-05 -4.5e-05 -0.0001 7e-06
-949.65481 8.8e-05 -0.000114 -6.4e-05 0.000183 -1e-05
-948.65412 -4.2e-05 -3.4e-05 2e-06 -0.000161 -1.4e-05
-947.65343 0.00013 -5.4e-05 -1.8e-05 1.2e-05 1e-05
-946.65274 9.6e-05 -0.000136 -4.4e-05 -7e-06 5e-05
-945.65205 5.8e-05 -7.6e-05 -4e-05 8e-06 -0.000126
-944.65136 0.000144 -0.00016 -3.3e-05 5e-06 4.9e-05
-943.65067 0.000101 -0.000105 5.8e-05 1.7e-05 3.8e-05
-942.64998 -2.3e-05 -6.3e-05 2.3e-05 9.3e-05 -7.9e-05
-941.64929 0.000204 -0.000122 -2e-06 4e-05 7.3e-05
-940.6486 7.7e-05 -1e-05 -6.8e-05 4.2e-05 0.0001
-939.64791 0.000262 -5.5e-05 -2e-05 9.6e-05 0.000122
-938.64722 6.8e-05 8e-06 1.4e-05 7.3e-05 -6.1e-05
-937.64653 0.000143 4e-06 -2.6e-05 6e-05 7e-06
-936.64584 3.5e-05 -0.000164 4.1e-05 8.4e-05 -7.7e-05
-935.64515 6.4e-05 3.8e-05 -1.9e-05 -0.000103 -9e-06
-934.64446 0.000165 -0.000115 -4.2e-05 3.8e-05 2e-06
-933.64377 7.3e-05 -8e-05 -0.000109 3.5e-05 -8e-06
-932.64308 -9e-05 -2.7e-05 -2.3e-05 0.000164 5.3e-05
-931.64239 -5.3e-05 -9.3e-05 -1.8e-05 0.000148 8.8e-05
-930.6417 -3.6e-05 -7.6e-05 -8e-06 -4.9e-05 -4.5e-05
-929.64101 2.8e-05 -1.4e-05 -3.2e-05 5.1e-05 4.5e-05
-928.64032 6.2e-05 -1.3e-05 2.7e-05 -0.000117 -3.7e-05
-927.63963 5e-05 -8e-05 -7.8e-05 0.000111 0.000118
-926.63894 4.9e-05 -4.4e-05 -9.8e-05 7.5e-05 -1.7e-05
-925.63825 7.7e-05 -9.4e-05 3.2e-05 -1.3e-05 -9.9e-05
-924.63756 8.7e-05 -0.000149 2.3e-05 0 0.000142
-923.63687 2.5e-05 4e-05 -9.2e-05 3.6e-05 -0.00017
-922.63618 0.000136 -2.3e-05 -2.1e-05 1.8e-05 -1.5e-05
-921.63549 -2e-06 -0.000127 1.7e-05 -9.2e-05 2e-05
-920.6348 2.1e-05 1.3e-05 -4.3e-05 0.00012 -0.000105
-919.63411 -0.000123 -0.00011 -7.4e-05 -7.4e-05 9.1e-05
-918.63342 0.000108 -0.000227 -0.000135 0.000165 1.8e-05
-917.63273 -3.1e-05 -4.8e-05 1.9e-05 8.4e-05 4.4e-05
-916.63204 1.4e-05 -6.3e-05 -4.1e-05 2.6e-05 -3.2e-05
-915.63135 6e-05 -4.7e-05 -6.1e-05 -2e-05 -5.5e-05
-914.63066 0.000104 -6.3e-05 -9.8e-05 6.2e-05 7e-06
-913.62997 0.000183 -9.2e-05 -3.2e-05 -2.1e-05 -0.000107
-912.62928 3.4e-05 2.3e-05 -4.7e-05 -2.5e-05 0.000105
-911.62859 5.8e-05 -0.000103 -7.7e-05 3e-06 3e-05
-910.6279 -4e-06 -2e-06 -6.9e-05 7.2e-05 3.2e-05
-909.62721 4.7e-05 -3.5e-05 -6e-06 6e-05 -3.5e-05
-908.62652 -6.8e-05 -2.6e-05 2.2e-05 0.000108 -7.5e-05
-907.62583 1e-05 9e-06 -6.7e-05 7e-05 7.3e-05
-906.62514 4.4e-05 3.3e-05 1.4e-05 4.4e-05 -3.3e-05
-905.62445 -3.7e-05 -3.5e-05 -9.7e-05 4.5e-05 9.1e-05
-904.62376 2e-05 -9e-05 -1.9e-05 0 -1.8e-05
-903.62307 9.1e-05 -4.8e-05 -2.9e-05 1.1e-05 8.1e-05
-902.62238 -2.3e-05 1.5e-05 7e-06 0.000146 4.8e-05
-901.62169 -9e-05 -0.000111 -0.000104 9.8e-05 3.2e-05
-900.621 4.8e-05 -0.000195 2.7e-05 4.9e-05 -2.6e-05
-899.62031 3.9e-05 -6.5e-05 6.2e-05 0.000108 1.1e-05
-898.61962 -3.5e-05 -4.9e-05 -1.3e-05 0.000183 3e-06
-897.61893 0.000153 -0.000127 -1.7e-05 3.3e-05 4.6e-05
-896.61824 6e-06 -3.8e-05 -5e-05 -4.6e-05 3.6e-05
-895.61755 0.000137 -9.5e-05 -9.7e-05 -3.2e-05 0.000113
-894.61686 -1e-06 -4.2e-05 -2.5e-05 -8.7e-05 8.2e-05
-893.61617 -7e-06 -7.9e-05 1e-06 2.4e-05 -3.2e-05
-892.61548 2e-05 -4.1e-05 3e-06 8.5e-05 -8.9e-05
-891.61479 8.6e-05 -9.4e-05 -6.1e-05 -6e-06 -3.5e-05
-890.6141 -8.9e-05 -0.000114 -9e-05 9e-06 -8e-06
-889.61341 -1.1e-05 1.8e-05 -5e-05 2e-06 -4.9e-05
-888.61272 9.7e-05 -6.5e-05 -8.8e-05 -6e-05 4.8e-05
-887.61203 0.000167 -0.000148 -6e-06 1e-06 -1.8e-05
-886.61134 3.7e-05 -4.2e-05 1.7e-05 7.4e-05 3.9e-05
-885.61065 -2.6e-05 -0.000103 1e-06 7e-06 -2.5e-05
-884.60996 9.2e-05 -0.000139 7.6e-05 0.000116 4.9e-05
-883.60927 -4.5e-05 -0.000153 -0.000112 -4.4e-05 -6.6e-05
-882.60858 0.000164 6e-06 -2.3e-05 6e-05 -2.2e-05
-881.60789 0.000107 1.1e-05 -8.6e-05 0.000165 7.9e-05
-880.6072 0.00013 -0.000152 1.8e-05 -7e-06 -8e-06
-879.60651 3.4e-05 -7.1e-05 -0.000102 0.000119 3.1e-05
-878.60582 1.1e-05 -6.3e-05 -1.7e-05 3e-06 -4.2e-05
-877.60513 4e-05 6.8e-05 -7.7e-05 4e-05 -7.6e-05
-876.60444 -2.8e-05 -1.1e-05 -0.000102 6.5e-05 0.000113
-875.60375 4.2e-05 -0.000183 1.5e-05 9.4e-05 5.1e-05
-874.60306 9.4e-05 -3.5e-05 -7.9e-05 -8e-06 5e-05
-873.60237 -2.7e-05 -6.2e-05 -0.000109 4.1e-05 -3e-05
-872.60168 -1.2e-05 -0.000163 3.2e-05 9.4e-05 -2.1e-05
-871.60099 2.5e-05 -0.000177 -5.6e-05 -2.4e-05 -2.9e-05
-870.6003 7.7e-05 -2.8e-05 8.1e-05 -1.8e-05 -3e-06
-869.59961 0.000168 -7.2e-05 0 6.1e-05 -8e-05
-868.59892 2.6e-05 -0.000182 3.4e-05 3.7e-05 -1.4e-05
-867.59823 -2.7e-05 -0.000134 3e-06 -1.8e-05 2e-06
-866.59754 0.000139 -2.7e-05 4.8e-05 0.0001 4.6e-05
-865.59685 9.3e-05 -0.000128 -4e-05 -3.2e-05 -4.8e-05
-864.59616 -0.000145 -8.8e-05 3e-05 0.000147 5.1e-05
-863.59547 4.7e-05 -0.0002 -8.2e-05 3.2e-05 -4.6e-05
-862.59478 5.9e-05 -5.6e-05 -3e-05 9.1e-05 5.3e-05
-861.59409 -3e-05 -6.9e-05 -5.1e-05 4.3e-05 -3.9e-05
-860.5934 9e-05 -0.000144 -2.5e-05 0.000147 -0.000105
-859.59271 8.7e-05 -3.5e-05 -3.4e-05 9.8e-05 4.1e-05
-858.59202 -4.4e-05 -2.6e-05 -7.3e-05 0.000107 3.3e-05
-857.59133 -1e-05 -0.000292 6e-06 -6e-06 5.9e-05
