Wavenumber parallel perpendicular
141.6762 0.2740500224 0.1696426248
142.1583 0.2883150676 0.178659272
142.6404 0.304384158 0.1834072768
143.1225 0.3236887304 0.1816701788
143.6047 0.3469638465 0.1722618964
144.0868 0.3731085205 0.155595682
144.5689 0.3984549278 0.1340032496
145.051 0.4169189384 0.1116605864
145.5332 0.421642155 0.0935909876
146.0153 0.40819073 0.0831016912
146.4974 0.3777675892 0.0790250296
146.9795 0.337614668 0.0765487448
147.4617 0.2981019435 0.0712125744
147.9438 0.2683895416 0.0616571164
148.4259 0.2522495439 0.0498840628
148.908 0.2469033942 0.0397933756
149.3902 0.2469248809 0.0344514984
149.8723 0.2489434159 0.03401596
150.3544 0.2519455015 0.0370098916
150.8365 0.2552613758 0.0424012996
151.3187 0.25809123 0.04944115
151.8008 0.260168451 0.056997798
152.2829 0.2619423024 0.0638141416
152.765 0.2640822303 0.0690814652
153.2472 0.2669864131 0.072654384
153.7293 0.2706727255 0.0748763796
154.2114 0.2748483402 0.0762566508
154.6935 0.2789092332 0.0771916288
155.1757 0.2819775937 0.0778055036
155.6578 0.2830960147 0.077937508
156.1399 0.2814125112 0.0772851772
156.622 0.2762284488 0.0756163408
157.1042 0.2671400881 0.0728423036
157.5863 0.2545047259 0.0688198016
158.0684 0.2399101249 0.0630896948
158.5505 0.2259790765 0.0550053108
159.0327 0.2153311472 0.044391996
159.5148 0.2094279012 0.032267752
159.9969 0.2081994498 0.0209881144
160.479 0.2105008539 0.01362472364
160.9612 0.2148411128 0.01284609568
161.4433 0.2202280521 0.01961071332
161.9254 0.2268864684 0.0325565724
162.4075 0.2362706647 0.0486495416
162.8896 0.250205542 0.064390964
163.3718 0.2693900619 0.0771418868
163.8539 0.292124455 0.0859773728
164.336 0.3141615221 0.09162802
164.8181 0.3299072969 0.0957205216
165.3003 0.3344197207 0.0999671464
165.7824 0.3253624011 0.105589066
166.2645 0.3042247407 0.1127145668
166.7466 0.2762091416 0.1199514624
167.2288 0.2484742724 0.124973926
167.7109 0.2273741282 0.126140542
168.193 0.2161472146 0.1238764208
168.6751 0.2142138825 0.1204932916
169.1573 0.2182466825 0.1182678024
169.6394 0.2241100177 0.1174711516
170.1215 0.2283176292 0.1165456556
170.6036 0.2286208512 0.113946206
171.0858 0.2242038851 0.1093952948
171.5679 0.215605723 0.1037784572
172.05 0.2041933661 0.0984309832
172.5321 0.1914001734 0.09463674
173.0143 0.1784407879 0.0934237392
173.4964 0.1668203586 0.0951913204
173.9785 0.1586309438 0.0991966624
174.4606 0.155489388 0.103656234
174.9427 0.1572313658 0.1066011144
175.4249 0.1625223673 0.106640842
175.907 0.1707332311 0.103120094
176.3891 0.1824790853 0.0959116752
176.8712 0.1981050631 0.0852574272
177.3534 0.2160576386 0.071798606
177.8355 0.2330901639 0.0566750052
178.3176 0.2457972949 0.041540004
178.7997 0.2518891073 0.0284302788
179.2819 0.2506358357 0.0196004512
179.764 0.2427037554 0.01754461368
180.2461 0.2299699466 0.0241726056
180.7282 0.2154774863 0.038459036
181.2104 0.2021519767 0.056548998
181.6925 0.1919692235 0.0735032408
182.1746 0.1867743421 0.0845116096
182.6567 0.1886591993 0.0862437092
183.1389 0.1985481253 0.0781907588
183.621 0.2143408492 0.0632195564
184.1031 0.2310772547 0.0467020092
184.5852 0.2435394359 0.0341805992
185.0674 0.2490105293 0.0289491796
185.5495 0.2475106597 0.0324202164
186.0316 0.240560501 0.0450468348
186.5137 0.2309449432 0.0642374304
186.9958 0.2216445004 0.084874746
187.478 0.2144938139 0.1020657572
187.9601 0.2099700526 0.1127543164
188.4422 0.2077534633 0.1161216584
188.9243 0.2075268044 0.1132277476
189.4065 0.2095213933 0.1061907792
189.8886 0.2144324488 0.0971987456
190.3707 0.2227667248 0.0877931384
190.8528 0.2340618023 0.0789250836
191.335 0.2463134288 0.0717146936
191.8171 0.2559091106 0.06791939
192.2992 0.2586064597 0.06919561
192.7813 0.2515077194 0.0758322004
193.2635 0.2348602244 0.0865250936
193.7456 0.2126701738 0.0990539484
194.2277 0.1917800556 0.1108411524
194.7098 0.1795054779 0.1194462412
195.192 0.1808129077 0.1231924276
195.6741 0.1964231721 0.1215635168
196.1562 0.2224758288 0.1151089544
196.6383 0.2517696801 0.1051252488
197.1205 0.2762701295 0.0934835396
197.6026 0.2900337952 0.0823916896
198.0847 0.2916423029 0.0734078884
198.5668 0.2852826464 0.0659594936
199.049 0.2793182 0.0573102464
199.5311 0.2818818856 0.0449456656
200.0132 0.2953675121 0.02970484
200.4953 0.3136821722 0.0181650524
200.9775 0.3263429291 0.019547286
201.4596 0.3292940388 0.0319242044
201.9417 0.3254443904 0.0468209676
202.4238 0.3200314755 0.0599523188
202.906 0.3192820252 0.0705715516
203.3881 0.3278526575 0.0795982704
203.8702 0.3460812582 0.0882624028
204.3523 0.3699115529 0.0970309472
204.8345 0.3934819992 0.1051536288
205.3166 0.4117519576 0.1110514372
205.7987 0.4215699294 0.1132857
206.2808 0.4213772601 0.11166507
206.763 0.4104852731 0.1079603976
207.2451 0.388972779 0.1054550332
207.7272 0.3587123932 0.1067644336
208.2093 0.3244837613 0.1113147904
208.6915 0.2931064706 0.1155765644
209.1736 0.2705419976 0.116015834
209.6557 0.2593706599 0.1115426224
210.1378 0.258416716 0.1039067876
210.6199 0.2641070188 0.0965728148
211.1021 0.2720626041 0.093050078
211.5842 0.2783164217 0.0954538112
212.0663 0.2804044067 0.1037471776
212.5484 0.2782130949 0.1158147628
213.0306 0.2740197062 0.1283123688
213.5127 0.2714954017 0.137981382
213.9948 0.2740810581 0.1428590284
214.4769 0.2835014871 0.1428331564
214.9591 0.2990919297 0.1393145688
215.4412 0.3181979329 0.1342740124
215.9233 0.3373646041 0.129243026
216.4054 0.3537056452 0.1247763176
216.8876 0.365830801 0.120440056
217.3697 0.3738768219 0.1152008264
217.8518 0.378534569 0.1081768116
218.3339 0.3796659237 0.099531674
218.8161 0.3756571948 0.0909431556
219.2982 0.3642949684 0.0851047692
219.7803 0.3447505393 0.0842976816
220.2624 0.3191796137 0.0889914872
220.7446 0.2925174384 0.0976761104
221.2267 0.2705244061 0.1078383592
221.7088 0.2575643468 0.1171332272
222.1909 0.2554560095 0.1243437976
222.673 0.2632714324 0.129961326
223.1552 0.2773488518 0.1360188412
223.6373 0.29203192 0.1450288312
224.1194 0.3017658931 0.158613422
224.6015 0.3034927833 0.1767055356
225.0837 0.2978046059 0.197492328
225.5658 0.2883747083 0.2178033088
226.0479 0.2802579009 0.2338862196
226.53 0.2780854713 0.2424967864
227.0122 0.2847797144 0.2419059808
227.4943 0.300777388 0.2323932688
227.9764 0.3238397081 0.2160594436
228.4585 0.3498028276 0.1960955348
228.9407 0.3740814732 0.17582378
229.4228 0.3930469239 0.157844236
229.9049 0.4045612233 0.143565488
230.387 0.4076515414 0.1333186228
230.8692 0.4018795227 0.1269729032
231.3513 0.3871443544 0.1245651044
231.8334 0.3642585263 0.126443526
232.3155 0.3358771912 0.1329212236
232.7977 0.3068949759 0.143846472
233.2798 0.2836533929 0.1584075196
233.7619 0.2719809637 0.1751410496
234.244 0.2747936638 0.1920347132
234.7262 0.2905896181 0.2067483
235.2083 0.3139586269 0.2170215828
235.6904 0.337864813 0.221245948
236.1725 0.3564290763 0.2190534456
236.6547 0.3669261171 0.2116809156
237.1368 0.3701487507 0.2018915976
237.6189 0.3690658276 0.1933810032
238.101 0.3667174807 0.189803834
238.5832 0.3648029852 0.1937176032
239.0653 0.3636776291 0.205734584
239.5474 0.3631756538 0.2241317716
240.0295 0.3633794322 0.2452123784
240.5117 0.365048047 0.2644938252
240.9938 0.3696290058 0.2783052756
241.4759 0.378651403 0.2851143064
241.958 0.392678145 0.2860232628
242.4402 0.410614501 0.2842001052
242.9223 0.430118609 0.2834555724
243.4044 0.449033246 0.2865671336
243.8865 0.467006199 0.2940906848
244.3687 0.486332282 0.3041935028
244.8508 0.511441049 0.3135996512
245.3329 0.54710779 0.3192436236
245.815 0.59619558 0.3198733516
246.2971 0.658028765 0.3168358864
246.7793 0.728101184 0.3136828112
247.2614 0.799198367 0.31484882
247.7435 0.863563082 0.324110556
248.2256 0.915477122 0.34349062
248.7078 0.953366571 0.372918568
249.1899 0.980542409 0.410733884
249.672 1.00416387 0.454933468
250.1541 1.032873931 0.50466988
250.6363 1.074233968 0.561199188
251.1184 1.133111707 0.627669636
251.6005 1.211590341 0.707793812
252.0826 1.310156062 0.804160148
252.5648 1.4292897 0.917221536
253.0469 1.570539995 1.04554252
253.529 1.736614788 1.187109616
254.0111 1.930638947 1.340960192
254.4933 2.155135673 1.508301872
254.9754 2.411269717 1.692562036
255.4575 2.698580902 1.89827308
255.9396 3.015093114 2.129193044
256.4218 3.357509831 2.386355532
256.9039 3.721220592 2.66675618
257.386 4.09999578 2.963091516
257.8681 4.4854615 3.26457296
258.3503 4.86656831 3.55841684
258.8324 5.22942281 3.8314364
259.3145 5.55768951 4.07121176
259.7966 5.83365844 4.26666944
260.2787 6.03982888 4.40825044
260.7609 6.16079097 4.48802684
261.243 6.18517727 4.50014708
261.7251 6.10743002 4.44166536
262.2072 5.92908661 4.31356332
262.6894 5.65930939 4.12146988
263.1715 5.3144289 3.87565376
263.6536 4.91619292 3.59008628
264.1357 4.48903166 3.280718452
264.6179 4.0566963 2.96338768
265.1 3.639167193 2.651920524
265.5821 3.250576653 2.3568886
266.0642 2.898708598 2.085195332
266.5464 2.586008727 1.840417744
267.0285 2.311556582 1.623605456
267.5106 2.073141678 1.434162224
267.9927 1.868669675 1.27051694
268.4749 1.696506319 1.13049596
268.957 1.55484768 1.011543324
269.4391 1.440722405 0.911017316
269.9212 1.349413294 0.826624216
270.4034 1.27484078 0.75676832
270.8855 1.210791141 0.700497292
271.3676 1.152359332 0.65693694
271.8497 1.096912683 0.624488876
272.3318 1.044166842 0.600291604
272.814 0.995392709 0.580336152
273.2961 0.952127051 0.560239724
273.7782 0.91499199 0.536360748
274.2603 0.883194198 0.506795212
274.7425 0.854908254 0.471865064
275.2246 0.828283226 0.433903404
275.7067 0.80243977 0.39640678
276.1888 0.777896636 0.3628911
276.671 0.756214308 0.335894636
277.1531 0.739091755 0.3164903412
277.6352 0.727393512 0.3043914852
278.1173 0.720576634 0.2984701456
278.5995 0.716718903 0.297353188
279.0816 0.71310275 0.2997889268
279.5637 0.707121974 0.3046362352
280.0458 0.697136301 0.310562758
280.528 0.682880418 0.31572486
281.0101 0.665229292 0.3177464312
281.4922 0.645480597 0.3141927668
281.9743 0.624640677 0.3034493396
282.4565 0.603147281 0.2856117748
282.9386 0.581093822 0.2628714396
283.4207 0.55863112 0.2390693008
283.9028 0.536224903 0.2185034148
284.3849 0.514609015 0.2045028744
284.8671 0.494547309 0.1983973332
285.3492 0.476676887 0.199224806
285.8313 0.461616084 0.20419828
286.3134 0.4502095 0.209824032
286.7956 0.443590696 0.2132903168
287.2777 0.442852414 0.2134625768
287.7598 0.448394578 0.2109992324
288.2419 0.459287332 0.2076210972
288.7241 0.473085936 0.2049799224
289.2062 0.486344508 0.2036635656
289.6883 0.495673756 0.2027659744
290.1704 0.498843457 0.200277
290.6526 0.495436019 0.19418432
291.1347 0.48682187 0.1837119636
291.6168 0.475546531 0.1699820232
292.0989 0.46433628 0.1557410668
292.5811 0.455041242 0.1443449964
293.0632 0.448002977 0.138540292
293.5453 0.442333247 0.1395266224
294.0274 0.436949618 0.1466119644
294.5096 0.431435705 0.1576992384
294.9917 0.426006394 0.1704342596
295.4738 0.4209195 0.1832210908
295.9559 0.416132616 0.1953626048
296.4381 0.411510821 0.2063471124
296.9202 0.407209609 0.2150576384
297.4023 0.403878591 0.2196752756
297.8844 0.402715653 0.2183539292
298.3666 0.405398956 0.2101791868
298.8487 0.413681324 0.1959135332
299.3308 0.42861501 0.1781929072
299.8129 0.449879057 0.1609495536
300.2951 0.475676327 0.148106222
300.7772 0.503099443 0.142143936
301.2593 0.528708886 0.1433652616
301.7414 0.549494101 0.1499524708
302.2236 0.564089237 0.1584534248
302.7057 0.57321973 0.1648446316
303.1878 0.578570797 0.1662041964
303.6699 0.580801476 0.1621433352
304.1521 0.578503891 0.1548941416
304.6342 0.569225364 0.1477106972
305.1163 0.551693379 0.1426663392
305.5984 0.52712699 0.1398056396
306.0806 0.498684534 0.1381942672
306.5627 0.47008613 0.1371915512
307.0448 0.444692946 0.1365970716
307.5269 0.4251175223 0.1362027392
308.0091 0.4128157542 0.135711224
308.4912 0.407709045 0.1349372332
308.9733 0.4084315715 0.1337249804
309.4554 0.4132657843 0.1316705456
309.9375 0.4210257841 0.128162694
310.4197 0.4312374935 0.122798566
310.9018 0.4436177576 0.1158048716
311.3839 0.457267508 0.1082412672
311.866 0.470115371 0.1019122412
312.3482 0.479184965 0.0987311424
312.8303 0.481842348 0.0995220336
313.3124 0.477244225 0.1032536868
313.7945 0.4668562 0.1077086516
314.2767 0.453769004 0.1109284132
314.7588 0.4413529031 0.112110834
315.2409 0.4319304896 0.1115656784
315.723 0.4260537434 0.1101539428
316.2052 0.4227161176 0.1087696984
316.6873 0.42034601 0.1081246672
317.1694 0.4180833128 0.1087078608
317.6515 0.4167027118 0.1106806668
318.1337 0.4185874693 0.1136728516
318.6158 0.4264886315 0.1167181356
319.0979 0.4415734932 0.11856812
319.58 0.462040319 0.1182805316
320.0622 0.483381437 0.115651558
320.5443 0.500220509 0.1111503008
321.0264 0.508678031 0.1054238196
321.5085 0.508017133 0.0988164584
321.9907 0.500740372 0.091338918
322.4728 0.491097048 0.0831001468
322.9549 0.48285982 0.0748113388
323.437 0.477643317 0.0679373772
323.9192 0.4746732251 0.0642674384
324.4013 0.4719812979 0.0649681604
324.8834 0.4680809808 0.0697534904
325.3655 0.4629732693 0.0769770496
325.8477 0.4580999271 0.08447329
326.3298 0.4556739713 0.090333562
326.8119 0.4579092379 0.0933146148
327.294 0.46626689 0.0930358088
327.7762 0.480585213 0.0900821812
328.2583 0.498490004 0.0859060664
328.7404 0.515949886 0.0823978584
329.2225 0.529032992 0.0812911616
329.7047 0.535637303 0.0837680404
330.1868 0.535990345 0.0902916256
330.6689 0.531797688 0.1003848824
331.151 0.524731042 0.1124678236
331.6331 0.515260581 0.1241782168
332.1153 0.502689681 0.1331152724
332.5974 0.486453149 0.1375321244
333.0795 0.467725924 0.1366912096
333.5616 0.45006125 0.130912254
334.0438 0.4383963652 0.1214247364
334.5259 0.4368126814 0.110075504
335.008 0.4462831951 0.098926036
335.4901 0.463690421 0.0898821132
335.9723 0.482619018 0.0845116228
336.4544 0.495594487 0.0838981308
336.9365 0.496900937 0.0882448248
337.4186 0.484701934 0.0964847928
337.9008 0.461347749 0.1064862656
338.3829 0.4318471588 0.115824654
338.865 0.4015621722 0.1225485316
339.3471 0.3744192835 0.1255564156
339.8293 0.352433625 0.1245852916
340.3114 0.3364477856 0.120013828
340.7935 0.327261002 0.1126752308
341.2756 0.3262411718 0.10371229
341.7578 0.3351282923 0.0943000212
342.2399 0.3553226272 0.0851007564
342.722 0.3867604761 0.0758147544
343.2041 0.4265072879 0.0655252136
343.6862 0.4682484694 0.0538194228
344.1684 0.503928172 0.0417278752
344.6505 0.527011317 0.0316112324
345.1326 0.535543539 0.0258028672
345.6147 0.533177597 0.024945448
346.0969 0.5270626 0.0281303352
346.579 0.52367947 0.034818784
347.0611 0.525723271 0.0455860812
347.5432 0.531760358 0.060936128
348.0254 0.537970645 0.080289264
348.5075 0.540645194 0.1020613132
348.9896 0.538386606 0.1240014556
349.4717 0.532934512 0.143463452
349.9539 0.528123929 0.1579434164
350.436 0.527607847 0.165947364
350.9181 0.53282701 0.167747382
351.4002 0.542583097 0.1654424684
351.8824 0.554556281 0.1620572624
352.3645 0.567803095 0.1600916636
352.8466 0.584483157 0.1605653016
353.3287 0.609484704 0.1632961176
353.8109 0.648131234 0.167898148
354.293 0.703593297 0.1743700376
354.7751 0.775909947 0.1829329964
355.2572 0.863393208 0.1937068584
355.7393 0.965691494 0.206765416
356.2215 1.086915562 0.2224452164
356.7036 1.237253545 0.241466324
357.1857 1.432146566 0.26464614
357.6678 1.689282329 0.292338288
358.15 2.024845544 0.323917924
358.6321 2.450934709 0.357643924
359.1142 2.975449163 0.391040848
359.5963 3.604277889 0.421713292
360.0785 4.344153319 0.448288324
360.5606 5.20388422 0.471112356
361.0427 6.19236083 0.492389568
361.5248 7.31339555 0.515638376
362.007 8.55941199 0.544619108
362.4891 9.9067949 0.582105524
362.9712 11.31529755 0.628958484
363.4533 12.73175617 0.683849276
363.9355 14.09629816 0.743711012
364.4176 15.34779269 0.80470412
364.8997 16.42588714 0.863296588
365.3818 17.26941072 0.91698684
365.864 17.81366012 0.964393892
366.3461 17.99088466 1.004710124
366.8282 17.73770186 1.036817188
367.3103 17.01008648 1.058548876
367.7924 15.80237304 1.066540728
368.2746 14.16316045 1.05687428
368.7567 12.20051452 1.026348752
369.2388 10.07158588 0.973907044
