File: 2mm-swv-100hz
Potential/V, Diff(i/A), For(i/A), Rev(i/A)
0.092, -2.494e-5, -5.288e-5, -2.794e-5
0.088, -2.383e-5, -5.203e-5, -2.820e-5
0.084, -2.277e-5, -5.116e-5, -2.839e-5
0.080, -2.174e-5, -5.029e-5, -2.855e-5
0.076, -2.075e-5, -4.940e-5, -2.865e-5
0.072, -1.978e-5, -4.851e-5, -2.872e-5
0.068, -1.887e-5, -4.761e-5, -2.874e-5
0.064, -1.798e-5, -4.673e-5, -2.874e-5
0.060, -1.715e-5, -4.585e-5, -2.870e-5
0.056, -1.635e-5, -4.499e-5, -2.865e-5
0.052, -1.559e-5, -4.415e-5, -2.855e-5
0.048, -1.486e-5, -4.332e-5, -2.846e-5
0.044, -1.419e-5, -4.252e-5, -2.833e-5
0.040, -1.353e-5, -4.173e-5, -2.820e-5
0.036, -1.293e-5, -4.096e-5, -2.804e-5
0.032, -1.234e-5, -4.022e-5, -2.788e-5
0.028, -1.180e-5, -3.950e-5, -2.770e-5
0.024, -1.128e-5, -3.881e-5, -2.753e-5
0.020, -1.081e-5, -3.813e-5, -2.733e-5
0.016, -1.034e-5, -3.749e-5, -2.714e-5
0.012, -9.917e-6, -3.686e-5, -2.694e-5
0.008, -9.494e-6, -3.625e-5, -2.675e-5
0.004, -9.111e-6, -3.566e-5, -2.654e-5
-0.000, -8.738e-6, -3.509e-5, -2.635e-5
-0.004, -8.402e-6, -3.454e-5, -2.613e-5
-0.008, -8.076e-6, -3.401e-5, -2.593e-5
-0.012, -7.779e-6, -3.349e-5, -2.572e-5
-0.016, -7.481e-6, -3.300e-5, -2.552e-5
-0.020, -7.217e-6, -3.253e-5, -2.531e-5
-0.024, -6.952e-6, -3.207e-5, -2.511e-5
-0.028, -6.716e-6, -3.162e-5, -2.491e-5
-0.032, -6.481e-6, -3.120e-5, -2.471e-5
-0.036, -6.270e-6, -3.078e-5, -2.451e-5
-0.040, -6.061e-6, -3.038e-5, -2.432e-5
-0.044, -5.880e-6, -3.000e-5, -2.412e-5
-0.048, -5.693e-6, -2.963e-5, -2.393e-5
-0.052, -5.527e-6, -2.927e-5, -2.374e-5
-0.056, -5.361e-6, -2.892e-5, -2.356e-5
-0.060, -5.218e-6, -2.858e-5, -2.337e-5
-0.064, -5.072e-6, -2.826e-5, -2.319e-5
-0.068, -4.944e-6, -2.795e-5, -2.301e-5
-0.072, -4.807e-6, -2.765e-5, -2.284e-5
-0.076, -4.689e-6, -2.735e-5, -2.266e-5
-0.080, -4.569e-6, -2.707e-5, -2.250e-5
-0.084, -4.472e-6, -2.679e-5, -2.232e-5
-0.088, -4.367e-6, -2.653e-5, -2.216e-5
-0.092, -4.282e-6, -2.627e-5, -2.199e-5
-0.096, -4.189e-6, -2.602e-5, -2.183e-5
-0.100, -4.114e-6, -2.578e-5, -2.167e-5
-0.104, -4.028e-6, -2.555e-5, -2.152e-5
-0.108, -3.961e-6, -2.532e-5, -2.136e-5
-0.112, -3.887e-6, -2.510e-5, -2.121e-5
-0.116, -3.831e-6, -2.488e-5, -2.105e-5
-0.120, -3.768e-6, -2.468e-5, -2.091e-5
-0.124, -3.721e-6, -2.448e-5, -2.076e-5
-0.128, -3.658e-6, -2.428e-5, -2.063e-5
-0.132, -3.613e-6, -2.409e-5, -2.048e-5
-0.136, -3.562e-6, -2.391e-5, -2.035e-5
-0.140, -3.526e-6, -2.373e-5, -2.020e-5
-0.144, -3.482e-6, -2.356e-5, -2.008e-5
-0.148, -3.457e-6, -2.339e-5, -1.993e-5
-0.152, -3.419e-6, -2.323e-5, -1.981e-5
-0.156, -3.400e-6, -2.307e-5, -1.967e-5
-0.160, -3.369e-6, -2.292e-5, -1.955e-5
-0.164, -3.352e-6, -2.277e-5, -1.942e-5
-0.168, -3.325e-6, -2.263e-5, -1.931e-5
-0.172, -3.313e-6, -2.249e-5, -1.918e-5
-0.176, -3.288e-6, -2.236e-5, -1.907e-5
-0.180, -3.281e-6, -2.222e-5, -1.894e-5
-0.184, -3.260e-6, -2.209e-5, -1.884e-5
-0.188, -3.254e-6, -2.197e-5, -1.871e-5
-0.192, -3.244e-6, -2.185e-5, -1.860e-5
-0.196, -3.235e-6, -2.173e-5, -1.850e-5
-0.200, -3.226e-6, -2.162e-5, -1.839e-5
