6 mM/l
Potential/V, Current/A
0.500, 1.110e-6
0.499, 1.094e-6
0.498, 1.079e-6
0.497, 1.067e-6
0.496, 1.057e-6
0.495, 1.048e-6
0.494, 1.040e-6
0.493, 1.032e-6
0.492, 1.025e-6
0.491, 1.018e-6
0.490, 1.011e-6
0.489, 1.005e-6
0.488, 9.993e-7
0.487, 9.940e-7
0.486, 9.889e-7
0.485, 9.838e-7
0.484, 9.786e-7
0.483, 9.731e-7
0.482, 9.674e-7
0.481, 9.615e-7
0.480, 9.555e-7
0.479, 9.495e-7
0.478, 9.435e-7
0.477, 9.376e-7
0.476, 9.317e-7
0.475, 9.257e-7
0.474, 9.198e-7
0.473, 9.141e-7
0.472, 9.086e-7
0.471, 9.034e-7
0.470, 8.985e-7
0.469, 8.938e-7
0.468, 8.894e-7
0.467, 8.853e-7
0.466, 8.815e-7
0.465, 8.778e-7
0.464, 8.744e-7
0.463, 8.712e-7
0.462, 8.681e-7
0.461, 8.650e-7
0.460, 8.619e-7
0.459, 8.588e-7
0.458, 8.555e-7
0.457, 8.521e-7
0.456, 8.486e-7
0.455, 8.449e-7
0.454, 8.410e-7
0.453, 8.370e-7
0.452, 8.329e-7
0.451, 8.288e-7
0.450, 8.247e-7
0.449, 8.206e-7
0.448, 8.165e-7
0.447, 8.121e-7
0.446, 8.076e-7
0.445, 8.030e-7
0.444, 7.984e-7
0.443, 7.937e-7
0.442, 7.892e-7
0.441, 7.847e-7
0.440, 7.803e-7
0.439, 7.762e-7
0.438, 7.719e-7
0.437, 7.676e-7
0.436, 7.635e-7
0.435, 7.596e-7
0.434, 7.561e-7
0.433, 7.530e-7
0.432, 7.499e-7
0.431, 7.468e-7
0.430, 7.436e-7
0.429, 7.403e-7
0.428, 7.367e-7
0.427, 7.329e-7
0.426, 7.289e-7
0.425, 7.247e-7
0.424, 7.204e-7
0.423, 7.159e-7
0.422, 7.113e-7
0.421, 7.063e-7
0.420, 7.011e-7
0.419, 6.959e-7
0.418, 6.908e-7
0.417, 6.858e-7
0.416, 6.811e-7
0.415, 6.764e-7
0.414, 6.717e-7
0.413, 6.671e-7
0.412, 6.625e-7
0.411, 6.579e-7
0.410, 6.534e-7
0.409, 6.490e-7
