File: krzywa kalibracyjna swv - 100hz - 6mm
Potential/V, Diff(i/A), For(i/A), Rev(i/A)
0.328, -7.156e-6, 4.230e-8, 7.199e-6
0.324, -7.533e-6, -4.240e-7, 7.109e-6
0.320, -7.926e-6, -9.169e-7, 7.009e-6
0.316, -8.366e-6, -1.462e-6, 6.905e-6
0.312, -8.834e-6, -2.044e-6, 6.790e-6
0.308, -9.356e-6, -2.686e-6, 6.670e-6
0.304, -9.913e-6, -3.376e-6, 6.537e-6
0.300, -1.053e-5, -4.137e-6, 6.396e-6
0.296, -1.119e-5, -4.949e-6, 6.237e-6
0.292, -1.190e-5, -5.839e-6, 6.065e-6
0.288, -1.267e-5, -6.796e-6, 5.870e-6
0.284, -1.350e-5, -7.845e-6, 5.659e-6
0.280, -1.438e-5, -8.968e-6, 5.415e-6
0.276, -1.534e-5, -1.020e-5, 5.146e-6
0.272, -1.636e-5, -1.151e-5, 4.847e-6
0.268, -1.746e-5, -1.294e-5, 4.518e-6
0.264, -1.861e-5, -1.447e-5, 4.143e-6
0.260, -1.986e-5, -1.613e-5, 3.732e-6
0.256, -2.116e-5, -1.789e-5, 3.265e-6
0.252, -2.255e-5, -1.980e-5, 2.748e-6
0.248, -2.400e-5, -2.183e-5, 2.170e-6
0.244, -2.554e-5, -2.401e-5, 1.531e-6
0.240, -2.712e-5, -2.631e-5, 8.113e-7
0.236, -2.878e-5, -2.876e-5, 2.398e-8
0.232, -3.049e-5, -3.134e-5, -8.472e-7
0.228, -3.228e-5, -3.408e-5, -1.799e-6
0.224, -3.410e-5, -3.695e-5, -2.849e-6
0.220, -3.600e-5, -3.998e-5, -3.986e-6
0.216, -3.791e-5, -4.314e-5, -5.231e-6
0.212, -3.989e-5, -4.647e-5, -6.573e-6
0.208, -4.188e-5, -4.991e-5, -8.027e-6
0.204, -4.390e-5, -5.349e-5, -9.583e-6
0.200, -4.590e-5, -5.715e-5, -1.126e-5
0.196, -4.791e-5, -6.094e-5, -1.303e-5
0.192, -4.988e-5, -6.480e-5, -1.493e-5
0.188, -5.185e-5, -6.876e-5, -1.691e-5
0.184, -5.377e-5, -7.278e-5, -1.901e-5
0.180, -5.567e-5, -7.686e-5, -2.119e-5
0.176, -5.745e-5, -8.094e-5, -2.349e-5
0.172, -5.919e-5, -8.505e-5, -2.587e-5
0.168, -6.080e-5, -8.914e-5, -2.833e-5
0.164, -6.234e-5, -9.321e-5, -3.087e-5
0.160, -6.373e-5, -9.721e-5, -3.348e-5
0.156, -6.506e-5, -1.012e-4, -3.613e-5
0.152, -6.621e-5, -1.050e-4, -3.883e-5
0.148, -6.727e-5, -1.088e-4, -4.155e-5
0.144, -6.818e-5, -1.125e-4, -4.427e-5
0.140, -6.898e-5, -1.160e-4, -4.700e-5
0.136, -6.959e-5, -1.193e-4, -4.974e-5
0.132, -7.012e-5, -1.226e-4, -5.243e-5
0.128, -7.047e-5, -1.256e-4, -5.510e-5
0.124, -7.072e-5, -1.284e-4, -5.771e-5
0.120, -7.082e-5, -1.311e-4, -6.026e-5
0.116, -7.082e-5, -1.336e-4, -6.273e-5
0.112, -7.064e-5, -1.358e-4, -6.516e-5
0.108, -7.040e-5, -1.379e-4, -6.748e-5
0.104, -7.002e-5, -1.397e-4, -6.971e-5
0.100, -6.958e-5, -1.414e-4, -7.182e-5
0.096, -6.900e-5, -1.428e-4, -7.385e-5
0.092, -6.838e-5, -1.441e-4, -7.574e-5
0.088, -6.761e-5, -1.451e-4, -7.754e-5
0.084, -6.682e-5, -1.460e-4, -7.921e-5
0.080, -6.593e-5, -1.467e-4, -8.076e-5
0.076, -6.503e-5, -1.472e-4, -8.219e-5
0.072, -6.400e-5, -1.475e-4, -8.352e-5
0.068, -6.298e-5, -1.477e-4, -8.471e-5
0.064, -6.188e-5, -1.477e-4, -8.580e-5
0.060, -6.077e-5, -1.475e-4, -8.678e-5
0.056, -5.960e-5, -1.473e-4, -8.765e-5
0.052, -5.845e-5, -1.469e-4, -8.841e-5
0.048, -5.721e-5, -1.463e-4, -8.909e-5
0.044, -5.601e-5, -1.457e-4, -8.965e-5
0.040, -5.476e-5, -1.449e-4, -9.012e-5
0.036, -5.352e-5, -1.440e-4, -9.051e-5
0.032, -5.226e-5, -1.431e-4, -9.082e-5
0.028, -5.103e-5, -1.421e-4, -9.103e-5
0.024, -4.975e-5, -1.409e-4, -9.119e-5
0.020, -4.852e-5, -1.398e-4, -9.127e-5
0.016, -4.726e-5, -1.385e-4, -9.129e-5
0.012, -4.602e-5, -1.373e-4, -9.125e-5
0.008, -4.476e-5, -1.359e-4, -9.116e-5
0.004, -4.356e-5, -1.346e-4, -9.101e-5
-0.000, -4.233e-5, -1.331e-4, -9.082e-5
-0.004, -4.115e-5, -1.317e-4, -9.057e-5
-0.008, -3.996e-5, -1.303e-4, -9.030e-5
-0.012, -3.882e-5, -1.288e-4, -8.998e-5
-0.016, -3.765e-5, -1.273e-4, -8.964e-5
-0.020, -3.653e-5, -1.258e-4, -8.927e-5
-0.024, -3.542e-5, -1.243e-4, -8.888e-5
-0.028, -3.435e-5, -1.228e-4, -8.846e-5
-0.032, -3.328e-5, -1.213e-4, -8.802e-5
-0.036, -3.228e-5, -1.198e-4, -8.754e-5
-0.040, -3.125e-5, -1.183e-4, -8.707e-5
-0.044, -3.028e-5, -1.169e-4, -8.658e-5
-0.048, -2.931e-5, -1.154e-4, -8.608e-5
-0.052, -2.839e-5, -1.140e-4, -8.557e-5
-0.056, -2.746e-5, -1.125e-4, -8.506e-5
-0.060, -2.660e-5, -1.111e-4, -8.452e-5
-0.064, -2.573e-5, -1.097e-4, -8.399e-5
-0.068, -2.492e-5, -1.084e-4, -8.345e-5
-0.072, -2.410e-5, -1.070e-4, -8.292e-5
-0.076, -2.334e-5, -1.057e-4, -8.237e-5
-0.080, -2.256e-5, -1.044e-4, -8.184e-5
-0.084, -2.185e-5, -1.031e-4, -8.129e-5
-0.088, -2.113e-5, -1.019e-4, -8.075e-5
-0.092, -2.046e-5, -1.007e-4, -8.021e-5
-0.096, -1.979e-5, -9.946e-5, -7.967e-5
-0.100, -1.916e-5, -9.830e-5, -7.913e-5
-0.104, -1.853e-5, -9.714e-5, -7.861e-5
-0.108, -1.795e-5, -9.603e-5, -7.807e-5
-0.112, -1.737e-5, -9.492e-5, -7.755e-5
-0.116, -1.683e-5, -9.386e-5, -7.703e-5
-0.120, -1.629e-5, -9.280e-5, -7.651e-5
-0.124, -1.579e-5, -9.179e-5, -7.600e-5
-0.128, -1.528e-5, -9.078e-5, -7.550e-5
-0.132, -1.483e-5, -8.982e-5, -7.499e-5
-0.136, -1.436e-5, -8.886e-5, -7.450e-5
-0.140, -1.394e-5, -8.794e-5, -7.400e-5
-0.144, -1.350e-5, -8.702e-5, -7.351e-5
-0.148, -1.311e-5, -8.614e-5, -7.303e-5
-0.152, -1.272e-5, -8.527e-5, -7.256e-5
-0.156, -1.236e-5, -8.444e-5, -7.208e-5
-0.160, -1.199e-5, -8.362e-5, -7.162e-5
-0.164, -1.166e-5, -8.283e-5, -7.116e-5
-0.168, -1.132e-5, -8.203e-5, -7.071e-5
-0.172, -1.101e-5, -8.128e-5, -7.027e-5
-0.176, -1.069e-5, -8.052e-5, -6.983e-5
-0.180, -1.040e-5, -7.980e-5, -6.939e-5
-0.184, -1.012e-5, -7.908e-5, -6.896e-5
-0.188, -9.867e-6, -7.840e-5, -6.853e-5
-0.192, -9.612e-6, -7.772e-5, -6.811e-5
-0.196, -9.364e-6, -7.706e-5, -6.769e-5
-0.200, -9.123e-6, -7.641e-5, -6.728e-5
