File: krzywa kalibracyjna swv - 100hz - 4mm
Potential/V, Diff(i/A), For(i/A), Rev(i/A)
0.308, -6.590e-6, -1.396e-6, 5.193e-6
0.304, -6.939e-6, -1.837e-6, 5.102e-6
0.300, -7.334e-6, -2.324e-6, 5.010e-6
0.296, -7.752e-6, -2.843e-6, 4.909e-6
0.292, -8.217e-6, -3.416e-6, 4.801e-6
0.288, -8.711e-6, -4.030e-6, 4.681e-6
0.284, -9.263e-6, -4.707e-6, 4.556e-6
0.280, -9.847e-6, -5.430e-6, 4.417e-6
0.276, -1.049e-5, -6.223e-6, 4.267e-6
0.272, -1.117e-5, -7.069e-6, 4.098e-6
0.268, -1.191e-5, -7.995e-6, 3.912e-6
0.264, -1.268e-5, -8.980e-6, 3.701e-6
0.260, -1.353e-5, -1.006e-5, 3.469e-6
0.256, -1.441e-5, -1.120e-5, 3.209e-6
0.252, -1.536e-5, -1.244e-5, 2.922e-6
0.248, -1.636e-5, -1.376e-5, 2.602e-6
0.244, -1.742e-5, -1.518e-5, 2.244e-6
0.240, -1.851e-5, -1.667e-5, 1.838e-6
0.236, -1.967e-5, -1.828e-5, 1.390e-6
0.232, -2.085e-5, -1.995e-5, 8.934e-7
0.228, -2.209e-5, -2.174e-5, 3.452e-7
0.224, -2.335e-5, -2.361e-5, -2.631e-7
0.220, -2.466e-5, -2.559e-5, -9.282e-7
0.216, -2.598e-5, -2.764e-5, -1.664e-6
0.212, -2.734e-5, -2.980e-5, -2.465e-6
0.208, -2.869e-5, -3.203e-5, -3.338e-6
0.204, -3.007e-5, -3.435e-5, -4.280e-6
0.200, -3.141e-5, -3.671e-5, -5.300e-6
0.196, -3.277e-5, -3.916e-5, -6.387e-6
0.192, -3.407e-5, -4.162e-5, -7.557e-6
0.188, -3.536e-5, -4.415e-5, -8.795e-6
0.184, -3.660e-5, -4.670e-5, -1.010e-5
0.180, -3.781e-5, -4.928e-5, -1.147e-5
0.176, -3.893e-5, -5.185e-5, -1.292e-5
0.172, -4.002e-5, -5.444e-5, -1.442e-5
0.168, -4.099e-5, -5.698e-5, -1.599e-5
0.164, -4.190e-5, -5.951e-5, -1.761e-5
0.160, -4.271e-5, -6.198e-5, -1.927e-5
0.156, -4.347e-5, -6.443e-5, -2.097e-5
0.152, -4.410e-5, -6.680e-5, -2.270e-5
0.148, -4.468e-5, -6.912e-5, -2.444e-5
0.144, -4.514e-5, -7.134e-5, -2.620e-5
0.140, -4.553e-5, -7.348e-5, -2.795e-5
0.136, -4.581e-5, -7.551e-5, -2.971e-5
0.132, -4.604e-5, -7.748e-5, -3.144e-5
0.128, -4.615e-5, -7.932e-5, -3.317e-5
0.124, -4.621e-5, -8.108e-5, -3.487e-5
0.120, -4.618e-5, -8.270e-5, -3.653e-5
0.116, -4.610e-5, -8.424e-5, -3.814e-5
0.112, -4.592e-5, -8.563e-5, -3.972e-5
0.108, -4.571e-5, -8.695e-5, -4.123e-5
0.104, -4.542e-5, -8.812e-5, -4.270e-5
0.100, -4.511e-5, -8.921e-5, -4.410e-5
0.096, -4.471e-5, -9.015e-5, -4.544e-5
0.092, -4.430e-5, -9.100e-5, -4.670e-5
0.088, -4.380e-5, -9.171e-5, -4.790e-5
0.084, -4.331e-5, -9.234e-5, -4.903e-5
0.080, -4.275e-5, -9.285e-5, -5.010e-5
0.076, -4.219e-5, -9.327e-5, -5.108e-5
0.072, -4.157e-5, -9.357e-5, -5.201e-5
0.068, -4.096e-5, -9.381e-5, -5.285e-5
0.064, -4.029e-5, -9.392e-5, -5.362e-5
0.060, -3.964e-5, -9.397e-5, -5.433e-5
0.056, -3.894e-5, -9.392e-5, -5.497e-5
0.052, -3.826e-5, -9.381e-5, -5.555e-5
0.048, -3.753e-5, -9.360e-5, -5.607e-5
0.044, -3.682e-5, -9.334e-5, -5.652e-5
0.040, -3.608e-5, -9.300e-5, -5.692e-5
0.036, -3.534e-5, -9.260e-5, -5.726e-5
0.032, -3.459e-5, -9.215e-5, -5.756e-5
0.028, -3.387e-5, -9.166e-5, -5.780e-5
0.024, -3.312e-5, -9.111e-5, -5.799e-5
0.020, -3.239e-5, -9.052e-5, -5.813e-5
0.016, -3.164e-5, -8.988e-5, -5.824e-5
0.012, -3.090e-5, -8.921e-5, -5.830e-5
0.008, -3.015e-5, -8.848e-5, -5.834e-5
0.004, -2.943e-5, -8.776e-5, -5.833e-5
-0.000, -2.869e-5, -8.698e-5, -5.829e-5
-0.004, -2.799e-5, -8.621e-5, -5.822e-5
-0.008, -2.727e-5, -8.540e-5, -5.812e-5
-0.012, -2.658e-5, -8.458e-5, -5.800e-5
-0.016, -2.587e-5, -8.373e-5, -5.786e-5
-0.020, -2.519e-5, -8.289e-5, -5.770e-5
-0.024, -2.451e-5, -8.203e-5, -5.752e-5
-0.028, -2.386e-5, -8.117e-5, -5.731e-5
-0.032, -2.320e-5, -8.029e-5, -5.709e-5
-0.036, -2.257e-5, -7.942e-5, -5.685e-5
-0.040, -2.194e-5, -7.853e-5, -5.660e-5
-0.044, -2.133e-5, -7.767e-5, -5.634e-5
-0.048, -2.073e-5, -7.679e-5, -5.606e-5
-0.052, -2.015e-5, -7.593e-5, -5.578e-5
-0.056, -1.958e-5, -7.506e-5, -5.548e-5
-0.060, -1.903e-5, -7.421e-5, -5.518e-5
-0.064, -1.848e-5, -7.335e-5, -5.487e-5
-0.068, -1.796e-5, -7.252e-5, -5.456e-5
-0.072, -1.744e-5, -7.168e-5, -5.424e-5
-0.076, -1.694e-5, -7.087e-5, -5.393e-5
-0.080, -1.644e-5, -7.005e-5, -5.361e-5
-0.084, -1.597e-5, -6.925e-5, -5.328e-5
-0.088, -1.551e-5, -6.845e-5, -5.295e-5
-0.092, -1.507e-5, -6.768e-5, -5.261e-5
-0.096, -1.463e-5, -6.691e-5, -5.228e-5
-0.100, -1.421e-5, -6.616e-5, -5.195e-5
-0.104, -1.380e-5, -6.542e-5, -5.162e-5
-0.108, -1.341e-5, -6.469e-5, -5.128e-5
-0.112, -1.303e-5, -6.397e-5, -5.094e-5
-0.116, -1.266e-5, -6.327e-5, -5.061e-5
-0.120, -1.230e-5, -6.258e-5, -5.028e-5
-0.124, -1.197e-5, -6.192e-5, -4.995e-5
-0.128, -1.164e-5, -6.126e-5, -4.962e-5
-0.132, -1.132e-5, -6.062e-5, -4.930e-5
-0.136, -1.102e-5, -5.999e-5, -4.897e-5
-0.140, -1.072e-5, -5.937e-5, -4.865e-5
-0.144, -1.044e-5, -5.877e-5, -4.833e-5
-0.148, -1.016e-5, -5.818e-5, -4.802e-5
-0.152, -9.902e-6, -5.761e-5, -4.770e-5
-0.156, -9.651e-6, -5.704e-5, -4.739e-5
-0.160, -9.409e-6, -5.649e-5, -4.708e-5
-0.164, -9.177e-6, -5.595e-5, -4.678e-5
-0.168, -8.949e-6, -5.543e-5, -4.648e-5
-0.172, -8.731e-6, -5.491e-5, -4.618e-5
-0.176, -8.524e-6, -5.441e-5, -4.589e-5
-0.180, -8.326e-6, -5.392e-5, -4.560e-5
-0.184, -8.138e-6, -5.344e-5, -4.531e-5
-0.188, -7.958e-6, -5.298e-5, -4.502e-5
-0.192, -7.783e-6, -5.252e-5, -4.474e-5
-0.196, -7.615e-6, -5.208e-5, -4.446e-5
-0.200, -7.453e-6, -5.164e-5, -4.419e-5
